node_id,node_type,name,properties_json
obs:electricity:2024-03,Observation,浙江全社会用电量 2024-03,"{""value"":540.41916744,""expected"":545.0863221029232,""residual_pct"":-0.008562230372828772,""trend_level"":546.9588128008826,""seasonal_factor"":0.9965765416807698}"
period:M:2024-04,TimePeriod,2024-04,"{""frequency"":""M"",""start"":""2024-04-01""}"
obs:electricity:2024-04,Observation,浙江全社会用电量 2024-04,"{""value"":508.68295435,""expected"":505.778673429981,""residual_pct"":0.0057421972743993965,""trend_level"":550.0029001428426,""seasonal_factor"":0.9195927390539648}"
period:M:2024-05,TimePeriod,2024-05,"{""frequency"":""M"",""start"":""2024-05-01""}"
obs:electricity:2024-05,Observation,浙江全社会用电量 2024-05,"{""value"":524.86848018,""expected"":522.4990888922841,""residual_pct"":0.00453472807529498,""trend_level"":552.9036344854322,""seasonal_factor"":0.945009322245739}"
period:M:2024-06,TimePeriod,2024-06,"{""frequency"":""M"",""start"":""2024-06-01""}"
obs:electricity:2024-06,Observation,浙江全社会用电量 2024-06,"{""value"":538.98143837,""expected"":537.6634139897017,""residual_pct"":0.0024513930946463702,""trend_level"":555.6012812586001,""seasonal_factor"":0.9677144962152282}"
period:M:2024-07,TimePeriod,2024-07,"{""frequency"":""M"",""start"":""2024-07-01""}"
obs:electricity:2024-07,Observation,浙江全社会用电量 2024-07,"{""value"":718.6396,""expected"":717.8890444090953,""residual_pct"":0.0010455036147298813,""trend_level"":558.3207860814456,""seasonal_factor"":1.285800318214147}"
period:M:2024-08,TimePeriod,2024-08,"{""frequency"":""M"",""start"":""2024-08-01""}"
obs:electricity:2024-08,Observation,浙江全社会用电量 2024-08,"{""value"":739.5127,""expected"":739.3414361089245,""residual_pct"":0.00023164384235885294,""trend_level"":561.058519559388,""seasonal_factor"":1.31776171350102}"
period:M:2024-09,TimePeriod,2024-09,"{""frequency"":""M"",""start"":""2024-09-01""}"
obs:electricity:2024-09,Observation,浙江全社会用电量 2024-09,"{""value"":637.4285,""expected"":637.2700691146817,""residual_pct"":0.0002486087029607287,""trend_level"":563.8047994970494,""seasonal_factor"":1.1303026680212156}"
period:M:2024-10,TimePeriod,2024-10,"{""frequency"":""M"",""start"":""2024-10-01""}"
obs:electricity:2024-10,Observation,浙江全社会用电量 2024-10,"{""value"":532.8752,""expected"":533.969927714602,""residual_pct"":-0.0020501673554679245,""trend_level"":566.5542952790917,""seasonal_factor"":0.9424867698718299}"
period:M:2024-11,TimePeriod,2024-11,"{""frequency"":""M"",""start"":""2024-11-01""}"
obs:electricity:2024-11,Observation,浙江全社会用电量 2024-11,"{""value"":526.9564,""expected"":527.7113231193889,""residual_pct"":-0.001430560775020684,""trend_level"":569.3052233887585,""seasonal_factor"":0.9269391908583166}"
period:M:2024-12,TimePeriod,2024-12,"{""frequency"":""M"",""start"":""2024-12-01""}"
obs:electricity:2024-12,Observation,浙江全社会用电量 2024-12,"{""value"":606.0565,""expected"":608.5019991125351,""residual_pct"":-0.004018884270062806,""trend_level"":572.0584596349295,""seasonal_factor"":1.0637059707164591}"
period:M:2025-01,TimePeriod,2025-01,"{""frequency"":""M"",""start"":""2025-01-01""}"
obs:electricity:2025-01,Observation,浙江全社会用电量 2025-01,"{""value"":485.8246,""expected"":485.6727115460914,""residual_pct"":0.00031273829123534824,""trend_level"":574.8165594631822,""seasonal_factor"":0.844917745584188}"
period:M:2025-02,TimePeriod,2025-02,"{""frequency"":""M"",""start"":""2025-02-01""}"
obs:electricity:2025-02,Observation,浙江全社会用电量 2025-02,"{""value"":460.3528,""expected"":460.20165637831616,""residual_pct"":0.0003284291127356731,""trend_level"":577.5835110236485,""seasonal_factor"":0.796770765776715}"
period:M:2025-03,TimePeriod,2025-03,"{""frequency"":""M"",""start"":""2025-03-01""}"
obs:electricity:2025-03,Observation,浙江全社会用电量 2025-03,"{""value"":580.978,""expected"":579.4321038517452,""residual_pct"":0.0026679504604223414,""trend_level"":580.3630924328938,""seasonal_factor"":0.9983958515052256}"
period:Q:2000Q1,TimePeriod,2000Q1,"{""frequency"":""Q"",""start"":""2000-01-01""}"
obs:gdp_primary:2000Q1,Observation,浙江第一产业增加值 2000Q1,"{""value"":107.22,""expected"":107.10457098844999,""residual_pct"":0.0010777225517522027,""revision_risk"":false}"
obs:gdp_tertiary:2000Q1,Observation,浙江第三产业增加值 2000Q1,"{""value"":498.34,""expected"":499.6326054522136,""residual_pct"":-0.0025871118860302245,""revision_risk"":false}"
obs:gdp_secondary:2000Q1,Observation,浙江第二产业增加值 2000Q1,"{""value"":664.56,""expected"":666.374510273235,""residual_pct"":-0.0027229587045445314,""revision_risk"":false}"
period:Q:2000Q2,TimePeriod,2000Q2,"{""frequency"":""Q"",""start"":""2000-04-01""}"
obs:gdp_primary:2000Q2,Observation,浙江第一产业增加值 2000Q2,"{""value"":148.92999999999998,""expected"":149.4561298376386,""residual_pct"":-0.0035202961444952274,""revision_risk"":false}"
obs:gdp_tertiary:2000Q2,Observation,浙江第三产业增加值 2000Q2,"{""value"":454.36000000000007,""expected"":500.03049293411544,""residual_pct"":-0.09133541569860415,""revision_risk"":false}"
obs:gdp_secondary:2000Q2,Observation,浙江第二产业增加值 2000Q2,"{""value"":735.5800000000002,""expected"":734.8649900030538,""residual_pct"":0.0009729814410446291,""revision_risk"":false}"
period:Q:2000Q3,TimePeriod,2000Q3,"{""frequency"":""Q"",""start"":""2000-07-01""}"
obs:gdp_primary:2000Q3,Observation,浙江第一产业增加值 2000Q3,"{""value"":130.03000000000003,""expected"":130.17965883821563,""residual_pct"":-0.001149633049826848,""revision_risk"":false}"
obs:gdp_tertiary:2000Q3,Observation,浙江第三产业增加值 2000Q3,"{""value"":527.73,""expected"":525.3196070023129,""residual_pct"":0.004588431434040308,""revision_risk"":false}"
obs:gdp_secondary:2000Q3,Observation,浙江第二产业增加值 2000Q3,"{""value"":793.2499999999998,""expected"":789.6214264219116,""residual_pct"":0.0045953332276338354,""revision_risk"":false}"
period:Q:2000Q4,TimePeriod,2000Q4,"{""frequency"":""Q"",""start"":""2000-10-01""}"
obs:gdp_primary:2000Q4,Observation,浙江第一产业增加值 2000Q4,"{""value"":263.82,""expected"":261.1549613172513,""residual_pct"":0.010204817359418916,""revision_risk"":true}"
obs:gdp_tertiary:2000Q4,Observation,浙江第三产业增加值 2000Q4,"{""value"":699.5699999999999,""expected"":615.9903657528138,""residual_pct"":0.1356833465163727,""revision_risk"":true}"
obs:gdp_secondary:2000Q4,Observation,浙江第二产业增加值 2000Q4,"{""value"":1006.6100000000001,""expected"":803.2382313554978,""residual_pct"":0.253189851659954,""revision_risk"":true}"
period:Q:2001Q1,TimePeriod,2001Q1,"{""frequency"":""Q"",""start"":""2001-01-01""}"
obs:gdp_primary:2001Q1,Observation,浙江第一产业增加值 2001Q1,"{""value"":110.0,""expected"":110.51886396118597,""residual_pct"":-0.004694799987884357,""revision_risk"":false}"
obs:gdp_tertiary:2001Q1,Observation,浙江第三产业增加值 2001Q1,"{""value"":555.0,""expected"":584.9171291401746,""residual_pct"":-0.051147637245899435,""revision_risk"":false}"
obs:gdp_secondary:2001Q1,Observation,浙江第二产业增加值 2001Q1,"{""value"":747.0,""expected"":749.0172314239941,""residual_pct"":-0.0026931709169881746,""revision_risk"":false}"
period:Q:2001Q2,TimePeriod,2001Q2,"{""frequency"":""Q"",""start"":""2001-04-01""}"
obs:gdp_primary:2001Q2,Observation,浙江第一产业增加值 2001Q2,"{""value"":164.0,""expected"":154.89383546305362,""residual_pct"":0.05878971561213908,""revision_risk"":false}"
obs:gdp_tertiary:2001Q2,Observation,浙江第三产业增加值 2001Q2,"{""value"":665.0,""expected"":588.7960464038215,""residual_pct"":0.12942334457170346,""revision_risk"":false}"
obs:gdp_secondary:2001Q2,Observation,浙江第二产业增加值 2001Q2,"{""value"":895.0,""expected"":829.2025316096169,""residual_pct"":0.07935029848818664,""revision_risk"":false}"
period:Q:2001Q3,TimePeriod,2001Q3,"{""frequency"":""Q"",""start"":""2001-07-01""}"
obs:gdp_primary:2001Q3,Observation,浙江第一产业增加值 2001Q3,"{""value"":150.0,""expected"":133.67895259715596,""residual_pct"":0.12209137703246253,""revision_risk"":false}"
obs:gdp_tertiary:2001Q3,Observation,浙江第三产业增加值 2001Q3,"{""value"":605.0,""expected"":608.810766053845,""residual_pct"":-0.006259360488227506,""revision_risk"":false}"
obs:gdp_secondary:2001Q3,Observation,浙江第二产业增加值 2001Q3,"{""value"":861.0,""expected"":895.2059865788584,""residual_pct"":-0.03821018524415909,""revision_risk"":false}"
period:Q:2001Q4,TimePeriod,2001Q4,"{""frequency"":""Q"",""start"":""2001-10-01""}"
obs:gdp_primary:2001Q4,Observation,浙江第一产业增加值 2001Q4,"{""value"":266.0,""expected"":267.79478084997044,""residual_pct"":-0.006702075538118635,""revision_risk"":true}"
obs:gdp_tertiary:2001Q4,Observation,浙江第三产业增加值 2001Q4,"{""value"":745.0,""expected"":737.3722754812081,""residual_pct"":0.010344468828603626,""revision_risk"":true}"
obs:gdp_secondary:2001Q4,Observation,浙江第二产业增加值 2001Q4,"{""value"":937.0,""expected"":936.8573256288685,""residual_pct"":0.000152290393882204,""revision_risk"":true}"
period:Q:2002Q1,TimePeriod,2002Q1,"{""frequency"":""Q"",""start"":""2002-01-01""}"
obs:gdp_primary:2002Q1,Observation,浙江第一产业增加值 2002Q1,"{""value"":105.0,""expected"":114.75613549731398,""residual_pct"":-0.08501624296630594,""revision_risk"":false}"
obs:gdp_tertiary:2002Q1,Observation,浙江第三产业增加值 2002Q1,"{""value"":715.0,""expected"":703.6179157224958,""residual_pct"":0.016176512881734606,""revision_risk"":false}"
obs:gdp_secondary:2002Q1,Observation,浙江第二产业增加值 2002Q1,"{""value"":870.0,""expected"":854.7221232905016,""residual_pct"":0.017874670952334526,""revision_risk"":false}"
period:Q:2002Q2,TimePeriod,2002Q2,"{""frequency"":""Q"",""start"":""2002-04-01""}"
obs:gdp_primary:2002Q2,Observation,浙江第一产业增加值 2002Q2,"{""value"":165.0,""expected"":162.80255368714833,""residual_pct"":0.013497615750391878,""revision_risk"":false}"
obs:gdp_tertiary:2002Q2,Observation,浙江第三产业增加值 2002Q2,"{""value"":720.0,""expected"":718.0491425066389,""residual_pct"":0.0027168857643236066,""revision_risk"":false}"
obs:gdp_secondary:2002Q2,Observation,浙江第二产业增加值 2002Q2,"{""value"":945.0,""expected"":952.1316634632407,""residual_pct"":-0.007490207223337486,""revision_risk"":false}"
period:Q:2002Q3,TimePeriod,2002Q3,"{""frequency"":""Q"",""start"":""2002-07-01""}"
obs:gdp_primary:2002Q3,Observation,浙江第一产业增加值 2002Q3,"{""value"":140.0,""expected"":139.30097966973167,""residual_pct"":0.005018057532155451,""revision_risk"":false}"
obs:gdp_tertiary:2002Q3,Observation,浙江第三产业增加值 2002Q3,"{""value"":747.0,""expected"":741.1055177516743,""residual_pct"":0.007953634276274268,""revision_risk"":false}"
obs:gdp_secondary:2002Q3,Observation,浙江第二产业增加值 2002Q3,"{""value"":999.0,""expected"":1034.228856819489,""residual_pct"":-0.03406292194149996,""revision_risk"":false}"
period:Q:2002Q4,TimePeriod,2002Q4,"{""frequency"":""Q"",""start"":""2002-10-01""}"
obs:gdp_primary:2002Q4,Observation,浙江第一产业增加值 2002Q4,"{""value"":270.0,""expected"":276.81932538421273,""residual_pct"":-0.024634571212641343,""revision_risk"":true}"
obs:gdp_tertiary:2002Q4,Observation,浙江第三产业增加值 2002Q4,"{""value"":883.0,""expected"":892.2236426257442,""residual_pct"":-0.01033781462974881,""revision_risk"":true}"
obs:gdp_secondary:2002Q4,Observation,浙江第二产业增加值 2002Q4,"{""value"":1111.0,""expected"":1117.4434078945994,""residual_pct"":-0.005766205115245726,""revision_risk"":true}"
period:Q:2003Q1,TimePeriod,2003Q1,"{""frequency"":""Q"",""start"":""2003-01-01""}"
obs:gdp_primary:2003Q1,Observation,浙江第一产业增加值 2003Q1,"{""value"":120.0,""expected"":118.98810254273825,""residual_pct"":0.00850419021429727,""revision_risk"":false}"
obs:gdp_tertiary:2003Q1,Observation,浙江第三产业增加值 2003Q1,"{""value"":830.0,""expected"":836.2583340177956,""residual_pct"":-0.007483732912684449,""revision_risk"":false}"
obs:gdp_secondary:2003Q1,Observation,浙江第二产业增加值 2003Q1,"{""value"":1000.0,""expected"":1006.8043464284349,""residual_pct"":-0.006758360204316527,""revision_risk"":false}"
period:Q:2003Q2,TimePeriod,2003Q2,"{""frequency"":""Q"",""start"":""2003-04-01""}"
obs:gdp_primary:2003Q2,Observation,浙江第一产业增加值 2003Q2,"{""value"":168.0,""expected"":170.5211447065542,""residual_pct"":-0.014784938905335054,""revision_risk"":false}"
obs:gdp_tertiary:2003Q2,Observation,浙江第三产业增加值 2003Q2,"{""value"":855.0,""expected"":856.1588403025272,""residual_pct"":-0.0013535342368452552,""revision_risk"":false}"
obs:gdp_secondary:2003Q2,Observation,浙江第二产业增加值 2003Q2,"{""value"":1147.0,""expected"":1148.0255143915028,""residual_pct"":-0.0008932853657406259,""revision_risk"":false}"
period:Q:2003Q3,TimePeriod,2003Q3,"{""frequency"":""Q"",""start"":""2003-07-01""}"
obs:gdp_primary:2003Q3,Observation,浙江第一产业增加值 2003Q3,"{""value"":140.0,""expected"":145.54337816963363,""residual_pct"":-0.038087463952999,""revision_risk"":false}"
obs:gdp_tertiary:2003Q3,Observation,浙江第三产业增加值 2003Q3,"{""value"":882.0,""expected"":880.0968269236677,""residual_pct"":0.0021624587410282725,""revision_risk"":false}"
obs:gdp_secondary:2003Q3,Observation,浙江第二产业增加值 2003Q3,"{""value"":1263.0,""expected"":1259.2408452590344,""residual_pct"":0.002985254770855539,""revision_risk"":false}"
period:Q:2003Q4,TimePeriod,2003Q4,"{""frequency"":""Q"",""start"":""2003-10-01""}"
obs:gdp_primary:2003Q4,Observation,浙江第一产业增加值 2003Q4,"{""value"":294.0,""expected"":292.0390846867082,""residual_pct"":0.006714564646014498,""revision_risk"":true}"
obs:gdp_tertiary:2003Q4,Observation,浙江第三产业增加值 2003Q4,"{""value"":1081.0,""expected"":1082.720740674859,""residual_pct"":-0.0015892746949562886,""revision_risk"":true}"
obs:gdp_secondary:2003Q4,Observation,浙江第二产业增加值 2003Q4,"{""value"":1420.0,""expected"":1417.322809519537,""residual_pct"":0.001888906650257427,""revision_risk"":true}"
period:Q:2004Q1,TimePeriod,2004Q1,"{""frequency"":""Q"",""start"":""2004-01-01""}"
obs:gdp_primary:2004Q1,Observation,浙江第一产业增加值 2004Q1,"{""value"":128.0,""expected"":128.3407063732773,""residual_pct"":-0.0026547023380590895,""revision_risk"":false}"
obs:gdp_tertiary:2004Q1,Observation,浙江第三产业增加值 2004Q1,"{""value"":1009.0,""expected"":997.7097536050507,""residual_pct"":0.01131616319691564,""revision_risk"":false}"
obs:gdp_secondary:2004Q1,Observation,浙江第二产业增加值 2004Q1,"{""value"":1248.0,""expected"":1242.655946982337,""residual_pct"":0.004300508946696535,""revision_risk"":false}"
period:Q:2004Q2,TimePeriod,2004Q2,"{""frequency"":""Q"",""start"":""2004-04-01""}"
obs:gdp_primary:2004Q2,Observation,浙江第一产业增加值 2004Q2,"{""value"":200.0,""expected"":187.69251381204398,""residual_pct"":0.06557260030243284,""revision_risk"":false}"
obs:gdp_tertiary:2004Q2,Observation,浙江第三产业增加值 2004Q2,"{""value"":1041.0,""expected"":1032.7456626504877,""residual_pct"":0.007992613910696944,""revision_risk"":false}"
obs:gdp_secondary:2004Q2,Observation,浙江第二产业增加值 2004Q2,"{""value"":1484.0,""expected"":1417.585382554492,""residual_pct"":0.046850523617722795,""revision_risk"":false}"
period:Q:2004Q3,TimePeriod,2004Q3,"{""frequency"":""Q"",""start"":""2004-07-01""}"
obs:gdp_primary:2004Q3,Observation,浙江第一产业增加值 2004Q3,"{""value"":160.0,""expected"":161.62691293066686,""residual_pct"":-0.010065854140051234,""revision_risk"":false}"
obs:gdp_tertiary:2004Q3,Observation,浙江第三产业增加值 2004Q3,"{""value"":1039.0,""expected"":1043.7870540609565,""residual_pct"":-0.004586236284816914,""revision_risk"":false}"
obs:gdp_secondary:2004Q3,Observation,浙江第二产业增加值 2004Q3,"{""value"":1561.0,""expected"":1550.129964255395,""residual_pct"":0.007012338316952915,""revision_risk"":false}"
period:Q:2004Q4,TimePeriod,2004Q4,"{""frequency"":""Q"",""start"":""2004-10-01""}"
obs:gdp_primary:2004Q4,Observation,浙江第一产业增加值 2004Q4,"{""value"":328.0,""expected"":324.8093715604127,""residual_pct"":0.009823079993841244,""revision_risk"":true}"
obs:gdp_tertiary:2004Q4,Observation,浙江第三产业增加值 2004Q4,"{""value"":1293.0,""expected"":1269.3992400180414,""residual_pct"":0.01859207035733146,""revision_risk"":true}"
obs:gdp_secondary:2004Q4,Observation,浙江第二产业增加值 2004Q4,"{""value"":1752.0,""expected"":1741.938114640694,""residual_pct"":0.005776258797449474,""revision_risk"":true}"
period:Q:2005Q1,TimePeriod,2005Q1,"{""frequency"":""Q"",""start"":""2005-01-01""}"
obs:gdp_primary:2005Q1,Observation,浙江第一产业增加值 2005Q1,"{""value"":142.07,""expected"":141.01368407276448,""residual_pct"":0.007490875330159019,""revision_risk"":false}"
obs:gdp_tertiary:2005Q1,Observation,浙江第三产业增加值 2005Q1,"{""value"":1134.48,""expected"":1138.9477161173627,""residual_pct"":-0.003922670070047651,""revision_risk"":false}"
obs:gdp_secondary:2005Q1,Observation,浙江第二产业增加值 2005Q1,"{""value"":1469.54,""expected"":1487.471923209584,""residual_pct"":-0.012055301972282995,""revision_risk"":false}"
period:Q:2005Q2,TimePeriod,2005Q2,"{""frequency"":""Q"",""start"":""2005-04-01""}"
obs:gdp_primary:2005Q2,Observation,浙江第一产业增加值 2005Q2,"{""value"":211.24,""expected"":208.2545361571561,""residual_pct"":0.014335648567054271,""revision_risk"":false}"
obs:gdp_tertiary:2005Q2,Observation,浙江第三产业增加值 2005Q2,"{""value"":1187.4899999999998,""expected"":1206.5089954237178,""residual_pct"":-0.01576365820384018,""revision_risk"":false}"
obs:gdp_secondary:2005Q2,Observation,浙江第二产业增加值 2005Q2,"{""value"":1949.1799999999998,""expected"":1703.0356024590692,""residual_pct"":0.14453273741636097,""revision_risk"":false}"
period:Q:2005Q3,TimePeriod,2005Q3,"{""frequency"":""Q"",""start"":""2005-07-01""}"
obs:gdp_primary:2005Q3,Observation,浙江第一产业增加值 2005Q3,"{""value"":178.29000000000002,""expected"":177.6853244428006,""residual_pct"":0.0034030697757150286,""revision_risk"":false}"
obs:gdp_tertiary:2005Q3,Observation,浙江第三产业增加值 2005Q3,"{""value"":1179.4500000000003,""expected"":1228.732188980491,""residual_pct"":-0.04010816142236928,""revision_risk"":false}"
obs:gdp_secondary:2005Q3,Observation,浙江第二产业增加值 2005Q3,"{""value"":1564.2599999999998,""expected"":1857.019082565071,""residual_pct"":-0.15765001303093107,""revision_risk"":false}"
period:Q:2005Q4,TimePeriod,2005Q4,"{""frequency"":""Q"",""start"":""2005-10-01""}"
obs:gdp_primary:2005Q4,Observation,浙江第一产业增加值 2005Q4,"{""value"":340.94999999999993,""expected"":347.1492732394533,""residual_pct"":-0.01785765869997169,""revision_risk"":true}"
obs:gdp_tertiary:2005Q4,Observation,浙江第三产业增加值 2005Q4,"{""value"":1843.7299999999996,""expected"":1510.5454594428231,""residual_pct"":0.22057233595609516,""revision_risk"":true}"
obs:gdp_secondary:2005Q4,Observation,浙江第二产业增加值 2005Q4,"{""value"":2164.830000000001,""expected"":2117.188206933724,""residual_pct"":0.022502389211432217,""revision_risk"":true}"
period:Q:2006Q1,TimePeriod,2006Q1,"{""frequency"":""Q"",""start"":""2006-01-01""}"
obs:gdp_primary:2006Q1,Observation,浙江第一产业增加值 2006Q1,"{""value"":148.0,""expected"":145.58103965685245,""residual_pct"":0.016615902378834813,""revision_risk"":false}"
obs:gdp_tertiary:2006Q1,Observation,浙江第三产业增加值 2006Q1,"{""value"":1382.79,""expected"":1371.3118106005245,""residual_pct"":0.008370225728931091,""revision_risk"":false}"
obs:gdp_secondary:2006Q1,Observation,浙江第二产业增加值 2006Q1,"{""value"":1788.59,""expected"":1803.2615294244101,""residual_pct"":-0.00813610737267445,""revision_risk"":false}"
period:Q:2006Q2,TimePeriod,2006Q2,"{""frequency"":""Q"",""start"":""2006-04-01""}"
obs:gdp_primary:2006Q2,Observation,浙江第一产业增加值 2006Q2,"{""value"":215.48000000000002,""expected"":220.73793527017776,""residual_pct"":-0.02381980815278606,""revision_risk"":false}"
obs:gdp_tertiary:2006Q2,Observation,浙江第三产业增加值 2006Q2,"{""value"":1567.0900000000001,""expected"":1506.6275555015447,""residual_pct"":0.040130982788462166,""revision_risk"":false}"
obs:gdp_secondary:2006Q2,Observation,浙江第二产业增加值 2006Q2,"{""value"":2021.45,""expected"":2011.3127267467057,""residual_pct"":0.005040127832180108,""revision_risk"":false}"
period:Q:2006Q3,TimePeriod,2006Q3,"{""frequency"":""Q"",""start"":""2006-07-01""}"
obs:gdp_primary:2006Q3,Observation,浙江第一产业增加值 2006Q3,"{""value"":190.46000000000004,""expected"":190.81684990947258,""residual_pct"":-0.001870117390795678,""revision_risk"":false}"
obs:gdp_tertiary:2006Q3,Observation,浙江第三产业增加值 2006Q3,"{""value"":1510.17,""expected"":1517.4604533229428,""residual_pct"":-0.004804377805680549,""revision_risk"":false}"
obs:gdp_secondary:2006Q3,Observation,浙江第二产业增加值 2006Q3,"{""value"":2172.87,""expected"":2179.2650734295667,""residual_pct"":-0.002934509210255287,""revision_risk"":false}"
period:Q:2006Q4,TimePeriod,2006Q4,"{""frequency"":""Q"",""start"":""2006-10-01""}"
obs:gdp_primary:2006Q4,Observation,浙江第一产业增加值 2006Q4,"{""value"":369.03999999999996,""expected"":368.69815178449124,""residual_pct"":0.0009271763740994476,""revision_risk"":true}"
obs:gdp_tertiary:2006Q4,Observation,浙江第三产业增加值 2006Q4,"{""value"":1828.1899999999996,""expected"":1828.68907736075,""residual_pct"":-0.00027291537250861975,""revision_risk"":true}"
obs:gdp_secondary:2006Q4,Observation,浙江第二产业增加值 2006Q4,"{""value"":2454.7999999999993,""expected"":2481.2458256202376,""residual_pct"":-0.01065828518366485,""revision_risk"":true}"
period:Q:2007Q1,TimePeriod,2007Q1,"{""frequency"":""Q"",""start"":""2007-01-01""}"
obs:gdp_primary:2007Q1,Observation,浙江第一产业增加值 2007Q1,"{""value"":149.54,""expected"":153.2544095512769,""residual_pct"":-0.024236885334344094,""revision_risk"":false}"
obs:gdp_tertiary:2007Q1,Observation,浙江第三产业增加值 2007Q1,"{""value"":1633.72,""expected"":1640.6653605549336,""residual_pct"":-0.004233258482756241,""revision_risk"":false}"
obs:gdp_secondary:2007Q1,Observation,浙江第二产业增加值 2007Q1,"{""value"":2115.75,""expected"":2102.8448108279986,""residual_pct"":0.006137014536474528,""revision_risk"":false}"
period:Q:2007Q2,TimePeriod,2007Q2,"{""frequency"":""Q"",""start"":""2007-04-01""}"
obs:gdp_primary:2007Q2,Observation,浙江第一产业增加值 2007Q2,"{""value"":245.32000000000002,""expected"":242.94541787336868,""residual_pct"":0.009774138353451312,""revision_risk"":false}"
obs:gdp_tertiary:2007Q2,Observation,浙江第三产业增加值 2007Q2,"{""value"":1847.5600000000002,""expected"":1838.7025323771572,""residual_pct"":0.00481723795278155,""revision_risk"":false}"
obs:gdp_secondary:2007Q2,Observation,浙江第二产业增加值 2007Q2,"{""value"":2352.5,""expected"":2370.781163127294,""residual_pct"":-0.007711029348309473,""revision_risk"":false}"
period:Q:2007Q3,TimePeriod,2007Q3,"{""frequency"":""Q"",""start"":""2007-07-01""}"
obs:gdp_primary:2007Q3,Observation,浙江第一产业增加值 2007Q3,"{""value"":214.81999999999994,""expected"":216.80044614037533,""residual_pct"":-0.009134880373322996,""revision_risk"":false}"
obs:gdp_tertiary:2007Q3,Observation,浙江第三产业增加值 2007Q3,"{""value"":1867.7199999999998,""expected"":1848.6388439747154,""residual_pct"":0.010321732710245612,""revision_risk"":false}"
obs:gdp_secondary:2007Q3,Observation,浙江第二产业增加值 2007Q3,"{""value"":2557.16,""expected"":2540.4026017176966,""residual_pct"":0.006596355345791505,""revision_risk"":false}"
period:Q:2007Q4,TimePeriod,2007Q4,"{""frequency"":""Q"",""start"":""2007-10-01""}"
obs:gdp_primary:2007Q4,Observation,浙江第一产业增加值 2007Q4,"{""value"":415.59000000000003,""expected"":412.1846499838227,""residual_pct"":0.008261709931000505,""revision_risk"":true}"
obs:gdp_tertiary:2007Q4,Observation,浙江第三产业增加值 2007Q4,"{""value"":2172.09,""expected"":2180.791543311531,""residual_pct"":-0.00399008485621577,""revision_risk"":true}"
obs:gdp_secondary:2007Q4,Observation,浙江第二产业增加值 2007Q4,"{""value"":3066.59,""expected"":2935.3447340548555,""residual_pct"":0.044712045035965486,""revision_risk"":true}"
period:Q:2008Q1,TimePeriod,2008Q1,"{""frequency"":""Q"",""start"":""2008-01-01""}"
obs:gdp_primary:2008Q1,Observation,浙江第一产业增加值 2008Q1,"{""value"":168.68,""expected"":166.89314710429537,""residual_pct"":0.010706568404441397,""revision_risk"":false}"
obs:gdp_tertiary:2008Q1,Observation,浙江第三产业增加值 2008Q1,"{""value"":1935.68,""expected"":1933.6366293314145,""residual_pct"":0.001056750083024749,""revision_risk"":false}"
obs:gdp_secondary:2008Q1,Observation,浙江第二产业增加值 2008Q1,"{""value"":2497.61,""expected"":2350.6766276042918,""residual_pct"":0.06250684193234046,""revision_risk"":false}"
period:Q:2008Q2,TimePeriod,2008Q2,"{""frequency"":""Q"",""start"":""2008-04-01""}"
obs:gdp_primary:2008Q2,Observation,浙江第一产业增加值 2008Q2,"{""value"":271.58,""expected"":271.8374801627129,""residual_pct"":-0.0009471841872533693,""revision_risk"":false}"
obs:gdp_tertiary:2008Q2,Observation,浙江第三产业增加值 2008Q2,"{""value"":2220.84,""expected"":2174.8988043057366,""residual_pct"":0.021123371626905918,""revision_risk"":false}"
obs:gdp_secondary:2008Q2,Observation,浙江第二产业增加值 2008Q2,"{""value"":2794.36,""expected"":2763.7132747654164,""residual_pct"":0.011088966975846937,""revision_risk"":false}"
period:Q:2008Q3,TimePeriod,2008Q3,"{""frequency"":""Q"",""start"":""2008-07-01""}"
obs:gdp_primary:2008Q3,Observation,浙江第一产业增加值 2008Q3,"{""value"":245.34000000000003,""expected"":242.21029821191055,""residual_pct"":0.012921423288746015,""revision_risk"":false}"
obs:gdp_tertiary:2008Q3,Observation,浙江第三产业增加值 2008Q3,"{""value"":2180.2799999999997,""expected"":2155.070539534195,""residual_pct"":0.011697742604403816,""revision_risk"":false}"
obs:gdp_secondary:2008Q3,Observation,浙江第二产业增加值 2008Q3,"{""value"":2987.5299999999997,""expected"":2880.152837134321,""residual_pct"":0.03728175862101679,""revision_risk"":false}"
period:Q:2008Q4,TimePeriod,2008Q4,"{""frequency"":""Q"",""start"":""2008-10-01""}"
obs:gdp_primary:2008Q4,Observation,浙江第一产业增加值 2008Q4,"{""value"":409.80000000000007,""expected"":441.968360827562,""residual_pct"":-0.07278430692941096,""revision_risk"":true}"
obs:gdp_tertiary:2008Q4,Observation,浙江第三产业增加值 2008Q4,"{""value"":2474.4000000000005,""expected"":2490.9966307633504,""residual_pct"":-0.006662646813080597,""revision_risk"":true}"
obs:gdp_secondary:2008Q4,Observation,浙江第二产业增加值 2008Q4,"{""value"":3300.7999999999993,""expected"":3307.835014563599,""residual_pct"":-0.002126773110698199,""revision_risk"":true}"
period:Q:2009Q1,TimePeriod,2009Q1,"{""frequency"":""Q"",""start"":""2009-01-01""}"
