date,electricity,_true_anomaly,_synthetic_temp,temperature,dayofweek,is_weekend,month,dayofyear,is_holiday,is_workday,holiday_name,is_spring_festival,days_to_cny,gdp_yoy,pmi,CDD,HDD,log_elec
2020-07-25,95.1010860455607,0,29.35358698842621,29.35358698842621,5,1,7,207,1,0,,0,188.0,4.22,48.6,5.353586988426208,0.0,4.554940389523578
2020-07-26,102.38551331127027,0,33.30353315786019,33.30353315786019,6,1,7,208,1,0,,0,189.0,4.22,48.6,9.303533157860187,0.0,4.628745231027735
2020-07-27,106.76922506554119,0,25.61007358392305,25.61007358392305,0,0,7,209,0,1,,0,190.0,4.22,48.6,1.6100735839230502,0.0,4.670669730184488
2020-07-28,107.09708087074415,0,24.928102195360058,24.928102195360058,1,0,7,210,0,1,,0,191.0,4.22,48.6,0.9281021953600579,0.0,4.673735720973417
2020-07-29,111.53207387610912,0,28.37804498705805,28.37804498705805,2,0,7,211,0,1,,0,192.0,4.22,48.6,4.3780449870580505,0.0,4.714312207616216
2020-07-30,126.2104145990196,0,33.01256444757909,33.01256444757909,3,0,7,212,0,1,,0,-192.0,4.22,48.6,9.012564447579088,0.0,4.837950471258564
2020-07-31,108.53430754963327,0,24.81661593659152,24.81661593659152,4,0,7,213,0,1,,0,-191.0,4.22,48.6,0.8166159365915213,0.0,4.6870663216144
2020-08-01,97.43946563884145,0,30.89672911169385,30.89672911169385,5,1,8,214,1,0,,0,-190.0,4.22,48.9,6.896729111693851,0.0,4.579231319944512
2020-08-02,93.98036075533078,0,28.37564625922635,28.37564625922635,6,1,8,215,1,0,,0,-189.0,4.22,48.9,4.37564625922635,0.0,4.543085832306701
2020-08-03,121.89666709646093,0,34.33203575744287,34.33203575744287,0,0,8,216,0,1,,0,-188.0,4.22,48.9,10.332035757442867,0.0,4.803173694821083
2020-08-04,109.43245930694296,0,27.12933513106031,27.12933513106031,1,0,8,217,0,1,,0,-187.0,4.22,48.9,3.1293351310603086,0.0,4.6953075489687635
2020-08-05,118.19015807356476,0,30.63840022461111,30.63840022461111,2,0,8,218,0,1,,0,-186.0,4.22,48.9,6.638400224611111,0.0,4.77229483647621
2020-08-06,103.10873607497817,0,22.79546733823804,22.79546733823804,3,0,8,219,0,1,,0,-185.0,4.22,48.9,0.0,0.0,4.635784121429101
2020-08-07,125.87529630383942,0,33.424565464766374,33.424565464766374,4,0,8,220,0,1,,0,-184.0,4.22,48.9,9.424565464766374,0.0,4.835291704989
2020-08-08,91.1790166751295,0,25.515283356809043,25.515283356809043,5,1,8,221,1,0,,0,-183.0,4.22,48.9,1.515283356809043,0.0,4.512824790291186
2020-08-09,99.35953011010159,0,32.86052717282247,32.86052717282247,6,1,8,222,1,0,,0,-182.0,4.22,48.9,8.860527172822472,0.0,4.5987448890083416
2020-08-10,112.9057903953527,0,28.565818495375524,28.565818495375524,0,0,8,223,0,1,,0,-181.0,4.22,48.9,4.565818495375524,0.0,4.726553757664646
2020-08-11,115.1578434203132,0,28.764021785140255,28.764021785140255,1,0,8,224,0,1,,0,-180.0,4.22,48.9,4.764021785140255,0.0,4.746303738756479
2020-08-12,121.49508554587793,0,30.61596418395739,30.61596418395739,2,0,8,225,0,1,,0,-179.0,4.22,48.9,6.6159641839573915,0.0,4.799873813780478
2020-08-13,112.09656184212339,0,28.50011418754066,28.50011418754066,3,0,8,226,0,1,,0,-178.0,4.22,48.9,4.50011418754066,0.0,4.719360659153916
2020-08-14,105.34227964632011,0,24.091979263914766,24.091979263914766,4,0,8,227,0,1,,0,-177.0,4.22,48.9,0.09197926391476585,0.0,4.65721485466331
2020-08-15,91.89510151072064,0,26.068339610284422,26.068339610284422,5,1,8,228,1,0,,0,-176.0,4.22,48.9,2.068339610284422,0.0,4.520647725554954
2020-08-16,94.87926926240286,0,30.632965871031168,30.632965871031168,6,1,8,229,1,0,,0,-175.0,4.22,48.9,6.632965871031168,0.0,4.552605233516583
2020-08-17,102.73364707787664,0,23.739447132188094,23.739447132188094,0,0,8,230,0,1,,0,-174.0,4.22,48.9,0.0,0.0,4.632139688183488
2020-08-18,110.59752614763852,0,27.13226894389913,27.13226894389913,1,0,8,231,0,1,,0,-173.0,4.22,48.9,3.132268943899131,0.0,4.705897721276038
2020-08-19,103.922003057234,0,22.510430438082047,22.510430438082047,2,0,8,232,0,1,,0,-172.0,4.22,48.9,0.0,0.0,4.643640647169213
2020-08-20,111.4673611823578,0,26.57224561913778,26.57224561913778,3,0,8,233,0,1,,0,-171.0,4.22,48.9,2.5722456191377816,0.0,4.713731823225997
2020-08-21,122.22555934797774,0,32.139718426209114,32.139718426209114,4,0,8,234,0,1,,0,-170.0,4.22,48.9,8.139718426209114,0.0,4.805868184833683
2020-08-22,83.64528279497767,0,24.031171354899776,24.031171354899776,5,1,8,235,1,0,,0,-169.0,4.22,48.9,0.03117135489977585,0.0,4.426585033672713
2020-08-23,93.06595102468542,0,27.769536332658436,27.769536332658436,6,1,8,236,1,0,,0,-168.0,4.22,48.9,3.7695363326584364,0.0,4.533308392627707
2020-08-24,122.6992250174967,0,33.09277024877265,33.09277024877265,0,0,8,237,0,1,,0,-167.0,4.22,48.9,9.092770248772652,0.0,4.809736035621098
2020-08-25,120.37617556389763,0,30.394860406172842,30.394860406172842,1,0,8,238,0,1,,0,-166.0,4.22,48.9,6.3948604061728425,0.0,4.790621635918144
2020-08-26,107.91854179826721,0,26.01577788844609,26.01577788844609,2,0,8,239,0,1,,0,-165.0,4.22,48.9,2.0157778884460917,0.0,4.68137669993152
2020-08-27,104.78307932567597,0,24.512311239021027,24.512311239021027,3,0,8,240,0,1,,0,-164.0,4.22,48.9,0.5123112390210274,0.0,4.651892302035318
2020-08-28,121.30791082202241,0,31.45451212506537,31.45451212506537,4,0,8,241,0,1,,0,-163.0,4.22,48.9,7.454512125065371,0.0,4.798332030822829
2020-08-29,90.16034030049916,0,25.905345650113258,25.905345650113258,5,1,8,242,1,0,,0,-162.0,4.22,48.9,1.905345650113258,0.0,4.501589644130999
2020-08-30,91.73848196719472,0,27.062301656791337,27.062301656791337,6,1,8,243,1,0,,0,-161.0,4.22,48.9,3.0623016567913375,0.0,4.518941941911941
2020-08-31,110.4860652542703,0,28.12425463836821,28.12425463836821,0,0,8,244,0,1,,0,-160.0,4.22,48.9,4.12425463836821,0.0,4.704889406709544
2020-09-01,109.81580146001563,0,26.016429456469606,26.016429456469606,1,0,9,245,0,1,,0,-159.0,3.91,48.3,2.0164294564696057,0.0,4.698804430014596
2020-09-02,103.08828360013781,0,23.716513579585005,23.716513579585005,2,0,9,246,0,1,,0,-158.0,3.91,48.3,0.0,0.0,4.635585743441488
2020-09-03,109.79908999605343,0,26.244591341470667,26.244591341470667,3,0,9,247,0,1,,0,-157.0,3.91,48.3,2.2445913414706666,0.0,4.69865224120915
2020-09-04,106.11446446042355,0,25.77550244991748,25.77550244991748,4,0,9,248,0,1,,0,-156.0,3.91,48.3,1.7755024499174787,0.0,4.664518364889999
2020-09-05,92.24047646537667,0,27.356269120581498,27.356269120581498,5,1,9,249,1,0,,0,-155.0,3.91,48.3,3.356269120581498,0.0,4.524399041443741
2020-09-06,84.82449461701465,0,23.543151745780815,23.543151745780815,6,1,9,250,1,0,,0,-154.0,3.91,48.3,0.0,0.0,4.440584352704
2020-09-07,102.69689179467461,0,23.618484672436608,23.618484672436608,0,0,9,251,0,1,,0,-153.0,3.91,48.3,0.0,0.0,4.631781851575592
2020-09-08,108.32857909514522,0,25.17904897780952,25.17904897780952,1,0,9,252,0,1,,0,-152.0,3.91,48.3,1.1790489778095186,0.0,4.685169007423058
2020-09-09,113.87522532885343,0,28.178957518445543,28.178957518445543,2,0,9,253,0,1,,0,-151.0,3.91,48.3,4.178957518445543,0.0,4.735103334316724
2020-09-10,103.7484578140879,0,22.204421782898184,22.204421782898184,3,0,9,254,0,1,,0,-150.0,3.91,48.3,0.0,0.0,4.641969294557804
2020-09-11,107.81992903684856,0,24.386436314522143,24.386436314522143,4,0,9,255,0,1,,0,-149.0,3.91,48.3,0.3864363145221432,0.0,4.68046251186015
2020-09-12,89.37409265404852,0,26.389054635236782,26.389054635236782,5,1,9,256,1,0,,0,-148.0,3.91,48.3,2.389054635236782,0.0,4.4928308488401045
2020-09-13,94.58503908703622,0,29.049990315400382,29.049990315400382,6,1,9,257,1,0,,0,-147.0,3.91,48.3,5.0499903154003825,0.0,4.549499314365268
2020-09-14,105.13956561226276,0,23.91945967377979,23.91945967377979,0,0,9,258,0,1,,0,-146.0,3.91,48.3,0.0,0.0,4.655288663865388
2020-09-15,103.74535555641846,0,21.78952272988955,21.78952272988955,1,0,9,259,0,1,,0,-145.0,3.91,48.3,0.0,0.0,4.641939392387525
2020-09-16,107.81538874242206,0,25.116473206600503,25.116473206600503,2,0,9,260,0,1,,0,-144.0,3.91,48.3,1.116473206600503,0.0,4.680420400999333
2020-09-17,103.88440187282495,0,21.576059869785215,21.576059869785215,3,0,9,261,0,1,,0,-143.0,3.91,48.3,0.0,0.0,4.643278760490772
2020-09-18,104.07784579881228,0,21.714921213310188,21.714921213310188,4,0,9,262,0,1,,0,-142.0,3.91,48.3,0.0,0.0,4.645139136438288
2020-09-19,92.92369889321017,0,27.019742096211154,27.019742096211154,5,1,9,263,1,0,,0,-141.0,3.91,48.3,3.0197420962111536,0.0,4.531778714398018
2020-09-20,85.46575825154977,0,24.54899974872268,24.54899974872268,6,1,9,264,1,0,,0,-140.0,3.91,48.3,0.5489997487226788,0.0,4.448115807439895
2020-09-21,100.94149971117439,0,21.39969789686142,21.39969789686142,0,0,9,265,0,1,,0,-139.0,3.91,48.3,0.0,0.0,4.614541138253443
2020-09-22,107.2656067018796,0,23.191749045502426,23.191749045502426,1,0,9,266,0,1,,0,-138.0,3.91,48.3,0.0,0.0,4.675308064255392
2020-09-23,108.74300938475922,0,23.588551222780843,23.588551222780843,2,0,9,267,0,1,,0,-137.0,3.91,48.3,0.0,0.0,4.688987386383193
2020-09-24,104.1043618549205,0,21.431210854368253,21.431210854368253,3,0,9,268,0,1,,0,-136.0,3.91,48.3,0.0,0.0,4.645393875366753
2020-09-25,101.70142525490546,0,21.86891603374309,21.86891603374309,4,0,9,269,0,1,,0,-135.0,3.91,48.3,0.0,0.0,4.62204131726217
2020-09-26,85.49345556329048,0,22.509243846776105,22.509243846776105,5,1,9,270,1,0,,0,-134.0,3.91,48.3,0.0,0.0,4.448439829893731
2020-09-27,89.45274955115066,0,26.294525784023897,26.294525784023897,6,1,9,271,0,1,National Day,0,-133.0,3.91,48.3,2.2945257840238966,0.0,4.4937105478965185
2020-09-28,104.45755116501842,0,22.9987053797598,22.9987053797598,0,0,9,272,0,1,,0,-132.0,3.91,48.3,0.0,0.0,4.64878077993247
2020-09-29,103.01061291005406,0,23.580491354474738,23.580491354474738,1,0,9,273,0,1,,0,-131.0,3.91,48.3,0.0,0.0,4.634832020883279
2020-09-30,105.67535894599466,0,21.29331465712673,21.29331465712673,2,0,9,274,0,1,,0,-130.0,3.91,48.3,0.0,0.0,4.660371743144456
2020-10-01,86.23103275030344,0,25.039511969912017,25.039511969912017,3,0,10,275,1,0,National Day,0,-129.0,4.29,49.2,1.0395119699120166,0.0,4.457030121586279
2020-10-02,81.94029154160768,0,20.2787685453024,20.2787685453024,4,0,10,276,1,0,National Day,0,-128.0,4.29,49.2,0.0,0.0,4.405990830101262
2020-10-03,69.45589755131148,0,18.23451103776093,18.23451103776093,5,1,10,277,1,0,National Day,0,-127.0,4.29,49.2,0.0,0.0,4.2406919835404775
2020-10-04,70.8548842916836,0,23.531737964778703,23.531737964778703,6,1,10,278,1,0,National Day,0,-126.0,4.29,49.2,0.0,0.0,4.260633902245843
2020-10-05,84.0478706270495,0,17.597840936484495,17.597840936484495,0,0,10,279,1,0,National Day,0,-125.0,4.29,49.2,0.0,0.0,4.431386524935834
2020-10-06,83.41189838790903,0,16.058214019854272,16.058214019854272,1,0,10,280,1,0,National Day,0,-124.0,4.29,49.2,0.0,0.0,4.4237909657104915
2020-10-07,83.66213623829962,0,21.542115453162964,21.542115453162964,2,0,10,281,1,0,National Day,0,-123.0,4.29,49.2,0.0,0.0,4.426786500451369
2020-10-08,84.61929968578342,0,18.557129241187354,18.557129241187354,3,0,10,282,1,0,National Day,0,-122.0,4.29,49.2,0.0,0.0,4.438162369268351
2020-10-09,102.09209799633858,0,17.74578944802633,17.74578944802633,4,0,10,283,0,1,,0,-121.0,4.29,49.2,0.0,0.0,4.625875327428563
2020-10-10,86.16387565187948,0,18.922053761895448,18.922053761895448,5,1,10,284,0,1,National Day,0,-120.0,4.29,49.2,0.0,0.0,4.456251013868499
2020-10-11,85.453872506986,0,13.13444377612786,13.13444377612786,6,1,10,285,1,0,,0,-119.0,4.29,49.2,0.0,0.0,4.447976727516423
2020-10-12,107.7384650523681,0,21.938320740547802,21.938320740547802,0,0,10,286,0,1,,0,-118.0,4.29,49.2,0.0,0.0,4.679706670375034
2020-10-13,104.56584732975588,0,18.72006697755366,18.72006697755366,1,0,10,287,0,1,,0,-117.0,4.29,49.2,0.0,0.0,4.649816990951977
2020-10-14,107.47002015703704,0,16.980459128258587,16.980459128258587,2,0,10,288,0,1,,0,-116.0,4.29,49.2,0.0,0.0,4.677211926412708
2020-10-15,103.11832488430444,0,16.094491537435005,16.094491537435005,3,0,10,289,0,1,,0,-115.0,4.29,49.2,0.0,0.0,4.635877114165249
2020-10-16,105.78560023140582,0,15.053152591862947,15.053152591862947,4,0,10,290,0,1,,0,-114.0,4.29,49.2,0.0,0.0,4.6614144064883405
2020-10-17,86.40511893671612,0,19.13515852599013,19.13515852599013,5,1,10,291,1,0,,0,-113.0,4.29,49.2,0.0,0.0,4.459046921007712
2020-10-18,84.87860588421967,0,18.09400307173679,18.09400307173679,6,1,10,292,1,0,,0,-112.0,4.29,49.2,0.0,0.0,4.441222069621122
2020-10-19,105.16493172143713,0,15.96419800040848,15.96419800040848,0,0,10,293,0,1,,0,-111.0,4.29,49.2,0.0,0.0,4.6555298960750555
2020-10-20,106.80202049145588,0,18.448236607473735,18.448236607473735,1,0,10,294,0,1,,0,-110.0,4.29,49.2,0.0,0.0,4.670976844806467
2020-10-21,104.393321293668,0,12.44672577127292,12.44672577127292,2,0,10,295,0,1,,0,-109.0,4.29,49.2,0.0,0.0,4.648165701119351
2020-10-22,102.24902127317966,0,12.056041536090449,12.056041536090449,3,0,10,296,0,1,,0,-108.0,4.29,49.2,0.0,0.0,4.627411222976657
2020-10-23,104.89298134419727,0,15.376391974925934,15.376391974925934,4,0,10,297,0,1,,0,-107.0,4.29,49.2,0.0,0.0,4.652940605100864
2020-10-24,84.87775926060712,0,20.25040605179821,20.25040605179821,5,1,10,298,1,0,,0,-106.0,4.29,49.2,0.0,0.0,4.441212095048306
2020-10-25,85.60830025379086,0,15.883556203481145,15.883556203481145,6,1,10,299,1,0,,0,-105.0,4.29,49.2,0.0,0.0,4.4497822440285075
2020-10-26,104.82042036249587,0,16.057768525961542,16.057768525961542,0,0,10,300,0,1,,0,-104.0,4.29,49.2,0.0,0.0,4.652248603693167
2020-10-27,102.27333632748268,0,14.663330246266067,14.663330246266067,1,0,10,301,0,1,,0,-103.0,4.29,49.2,0.0,0.0,4.627648997024471
2020-10-28,102.42480662669598,0,14.755812660393063,14.755812660393063,2,0,10,302,0,1,,0,-102.0,4.29,49.2,0.0,0.0,4.629128935480906
2020-10-29,105.73804809767925,0,14.527513608167792,14.527513608167792,3,0,10,303,0,1,,0,-101.0,4.29,49.2,0.0,0.0,4.660964791186191
2020-10-30,104.1661875950982,0,15.77442445055358,15.77442445055358,4,0,10,304,0,1,,0,-100.0,4.29,49.2,0.0,0.0,4.645987581410713
2020-10-31,82.78765963613095,0,11.662596502117278,11.662596502117278,5,1,10,305,1,0,,0,-99.0,4.29,49.2,0.0,0.0,4.416279012072938
2020-11-01,87.12266009842254,0,12.576611419098738,12.576611419098738,6,1,11,306,1,0,,0,-98.0,3.93,48.6,0.0,0.0,4.46731701188701
2020-11-02,105.45102278108318,0,15.93535825241556,15.93535825241556,0,0,11,307,0,1,,0,-97.0,3.93,48.6,0.0,0.0,4.658246606081949
2020-11-03,103.9085113083859,0,16.73661362652276,16.73661362652276,1,0,11,308,0,1,,0,-96.0,3.93,48.6,0.0,0.0,4.643510813021343
2020-11-04,103.06439195322183,0,9.923451793775321,9.923451793775321,2,0,11,309,0,1,,0,-95.0,3.93,48.6,0.0,0.07654820622467895,4.635353957490044
2020-11-05,106.373485259259,0,15.862417319920176,15.862417319920176,3,0,11,310,0,1,,0,-94.0,3.93,48.6,0.0,0.0,4.666956347161216
2020-11-06,105.61885831190419,0,19.042461162669312,19.042461162669312,4,0,11,311,0,1,,0,-93.0,3.93,48.6,0.0,0.0,4.659836937827298
2020-11-07,89.24539277440043,0,15.689388692876431,15.689388692876431,5,1,11,312,1,0,,0,-92.0,3.93,48.6,0.0,0.0,4.491389797751964
2020-11-08,87.33970704105909,0,9.403673842003897,9.403673842003897,6,1,11,313,1,0,,0,-91.0,3.93,48.6,0.0,0.5963261579961028,4.469805193816148
2020-11-09,105.71644396534657,0,12.333915061525763,12.333915061525763,0,0,11,314,0,1,,0,-90.0,3.93,48.6,0.0,0.0,4.660760452822914
2020-11-10,104.85471877224978,0,16.88811800752211,16.88811800752211,1,0,11,315,0,1,,0,-89.0,3.93,48.6,0.0,0.0,4.652575761316158
2020-11-11,106.41888534954329,0,10.053892600879944,10.053892600879944,2,0,11,316,0,1,,0,-88.0,3.93,48.6,0.0,0.0,4.667383055044053
2020-11-12,107.43843344733028,0,8.972508434538536,8.972508434538536,3,0,11,317,0,1,,0,-87.0,3.93,48.6,0.0,1.0274915654614638,4.676917971387631
2020-11-13,107.13177743364193,0,10.33101321783277,10.33101321783277,4,0,11,318,0,1,,0,-86.0,3.93,48.6,0.0,0.0,4.674059641508454
2020-11-14,85.5657679608635,0,13.204437213130948,13.204437213130948,5,1,11,319,1,0,,0,-85.0,3.93,48.6,0.0,0.0,4.44928529616431
2020-11-15,85.68812672630033,0,15.491764535515635,15.491764535515635,6,1,11,320,1,0,,0,-84.0,3.93,48.6,0.0,0.0,4.450714271388276
2020-11-16,105.54622179387859,0,9.119478254023779,9.119478254023779,0,0,11,321,0,1,,0,-83.0,3.93,48.6,0.0,0.8805217459762211,4.659148978238012
2020-11-17,106.46089595193953,0,11.714060900699542,11.714060900699542,1,0,11,322,0,1,,0,-82.0,3.93,48.6,0.0,0.0,4.667777743564351
2020-11-18,107.78901160263685,0,9.847645015889057,9.847645015889057,2,0,11,323,0,1,,0,-81.0,3.93,48.6,0.0,0.15235498411094284,4.680175720094169
2020-11-19,104.51752765412101,0,11.085065203354711,11.085065203354711,3,0,11,324,0,1,,0,-80.0,3.93,48.6,0.0,0.0,4.6493547860875415
2020-11-20,104.67768271241516,0,9.926972064872416,9.926972064872416,4,0,11,325,0,1,,0,-79.0,3.93,48.6,0.0,0.07302793512758399,4.650885940546604
2020-11-21,86.72948455105796,0,15.515019203195227,15.515019203195227,5,1,11,326,1,0,,0,-78.0,3.93,48.6,0.0,0.0,4.462793901533979
2020-11-22,86.0170306638215,0,10.414190158484592,10.414190158484592,6,1,11,327,1,0,,0,-77.0,3.93,48.6,0.0,0.0,4.454545307622631
2020-11-23,107.52551987687248,0,9.438765880827223,9.438765880827223,0,0,11,328,0,1,,0,-76.0,3.93,48.6,0.0,0.5612341191727772,4.6777282135976375
2020-11-24,106.91403212105425,0,5.779914429350105,5.779914429350105,1,0,11,329,0,1,,0,-75.0,3.93,48.6,0.0,4.220085570649895,4.67202507341153
2020-11-25,104.0277203404303,0,11.457820806176024,11.457820806176024,2,0,11,330,0,1,,0,-74.0,3.93,48.6,0.0,0.0,4.644657405360342
2020-11-26,105.18571494020654,0,9.141858690443508,9.141858690443508,3,0,11,331,0,1,,0,-73.0,3.93,48.6,0.0,0.8581413095564923,4.655727501541612
2020-11-27,101.69897538552726,0,11.891696217402083,11.891696217402083,4,0,11,332,0,1,,0,-72.0,3.93,48.6,0.0,0.0,4.622017228131857
2020-11-28,85.16480432564558,0,12.001731259530661,12.001731259530661,5,1,11,333,1,0,,0,-71.0,3.93,48.6,0.0,0.0,4.4445882537187025
2020-11-29,85.24115829424501,0,12.384378772454145,12.384378772454145,6,1,11,334,1,0,,0,-70.0,3.93,48.6,0.0,0.0,4.445484395761333
2020-11-30,108.17420890157256,0,7.56117261836123,7.56117261836123,0,0,11,335,0,1,,0,-69.0,3.93,48.6,0.0,2.43882738163877,4.683742972948756
2020-12-01,107.80170451141622,0,9.52732121156669,9.52732121156669,1,0,12,336,0,1,,0,-68.0,4.39,49.1,0.0,0.4726787884333099,4.680293470144105
2020-12-02,105.06323436948102,0,10.101723578290123,10.101723578290123,2,0,12,337,0,1,,0,-67.0,4.39,49.1,0.0,0.0,4.654562400978847
2020-12-03,105.4633577975218,0,8.695298310086628,8.695298310086628,3,0,12,338,0,1,,0,-66.0,4.39,49.1,0.0,1.3047016899133723,4.658363573131981
2020-12-04,105.67498402984252,0,9.779448696430652,9.779448696430652,4,0,12,339,0,1,,0,-65.0,4.39,49.1,0.0,0.22055130356934782,4.6603681953276235
2020-12-05,97.69920131002293,0,0.683433776208692,0.683433776208692,5,1,12,340,1,0,,0,-64.0,4.39,49.1,0.0,9.316566223791309,4.581893384092322
2020-12-06,88.71851021461124,0,6.621231437288765,6.621231437288765,6,1,12,341,1,0,,0,-63.0,4.39,49.1,0.0,3.378768562711235,4.485468550910719
2020-12-07,110.40646926319873,0,4.9508598308507885,4.9508598308507885,0,0,12,342,0,1,,0,-62.0,4.39,49.1,0.0,5.0491401691492115,4.704168730524715
2020-12-08,106.44366647773536,0,10.9226680758003,10.9226680758003,1,0,12,343,0,1,,0,-61.0,4.39,49.1,0.0,0.0,4.667615891943651
2020-12-09,107.04466582723445,0,8.560701253002835,8.560701253002835,2,0,12,344,0,1,,0,-60.0,4.39,49.1,0.0,1.4392987469971654,4.67324618499676
2020-12-10,109.57683936404683,0,7.6910949661083725,7.6910949661083725,3,0,12,345,0,1,,0,-59.0,4.39,49.1,0.0,2.3089050338916275,4.696626032511662
2020-12-11,108.71087014005367,0,7.540752699064679,7.540752699064679,4,0,12,346,0,1,,0,-58.0,4.39,49.1,0.0,2.4592473009353206,4.6886917904158105
2020-12-12,91.42726752499114,0,6.292542580742419,6.292542580742419,5,1,12,347,1,0,,0,-57.0,4.39,49.1,0.0,3.7074574192575813,4.5155437657513
2020-12-13,91.79799396216231,0,3.643660879845301,3.643660879845301,6,1,12,348,1,0,,0,-56.0,4.39,49.1,0.0,6.356339120154699,4.5195904451236535
2020-12-14,105.65603184915574,0,14.726400069761082,14.726400069761082,0,0,12,349,0,1,,0,-55.0,4.39,49.1,0.0,0.0,4.6601888351834555
2020-12-15,106.93028673200918,0,8.75896415345095,8.75896415345095,1,0,12,350,0,1,,0,-54.0,4.39,49.1,0.0,1.2410358465490496,4.672177096257621
2020-12-16,106.13079939380195,0,8.118442216452756,8.118442216452756,2,0,12,351,0,1,,0,-53.0,4.39,49.1,0.0,1.881557783547244,4.664672289958705
2020-12-17,110.9278879739397,0,3.808549824280748,3.808549824280748,3,0,12,352,0,1,,0,-52.0,4.39,49.1,0.0,6.191450175719252,4.708880332300769
2020-12-18,106.84446540544596,0,11.633498163507198,11.633498163507198,4,0,12,353,0,1,,0,-51.0,4.39,49.1,0.0,0.0,4.671374182627123
2020-12-19,92.88041827129189,0,3.625982772167644,3.625982772167644,5,1,12,354,1,0,,0,-50.0,4.39,49.1,0.0,6.374017227832356,4.5313128407310455
2020-12-20,88.09923351497339,0,7.390771362202196,7.390771362202196,6,1,12,355,1,0,,0,-49.0,4.39,49.1,0.0,2.609228637797804,4.478463832733724
2020-12-21,109.17044268738488,0,7.237218641267227,7.237218641267227,0,0,12,356,0,1,,0,-48.0,4.39,49.1,0.0,2.7627813587327728,4.692910355311756
2020-12-22,114.72048002451827,0,4.511996345421397,4.511996345421397,1,0,12,357,0,1,,0,-47.0,4.39,49.1,0.0,5.488003654578603,4.742498561156697
2020-12-23,104.68023392784387,0,8.012188588277715,8.012188588277715,2,0,12,358,0,1,,0,-46.0,4.39,49.1,0.0,1.9878114117222854,4.650910312354174
2020-12-24,109.11435647877039,1,5.486305923541535,5.486305923541535,3,0,12,359,0,1,,0,-45.0,4.39,49.1,0.0,4.513694076458465,4.692396474271363
2020-12-25,110.02577101255075,1,5.441486633421832,5.441486633421832,4,0,12,360,0,1,,0,-44.0,4.39,49.1,0.0,4.558513366578168,4.70071462028497
2020-12-26,89.87332927149097,1,8.567781507769551,8.567781507769551,5,1,12,361,1,0,,0,-43.0,4.39,49.1,0.0,1.432218492230449,4.498401226399618
2020-12-27,93.06219106280707,1,3.5217049363544204,3.5217049363544204,6,1,12,362,1,0,,0,-42.0,4.39,49.1,0.0,6.47829506364558,4.533267990764381
2020-12-28,111.66765389256194,1,4.926743546439003,4.926743546439003,0,0,12,363,0,1,,0,-41.0,4.39,49.1,0.0,5.073256453560997,4.71552708394679
2020-12-29,101.76898443180642,1,9.617161937423095,9.617161937423095,1,0,12,364,0,1,,0,-40.0,4.39,49.1,0.0,0.382838062576905,4.622705386101346
2020-12-30,105.37967799337164,1,5.681794860616445,5.681794860616445,2,0,12,365,0,1,,0,-39.0,4.39,49.1,0.0,4.318205139383555,4.657569809105297
2020-12-31,105.7609138057847,1,6.302139623407861,6.302139623407861,3,0,12,366,0,1,,0,-38.0,4.39,49.1,0.0,3.697860376592139,4.661181016438445
2021-01-01,87.5750144725825,1,9.787662108427892,9.787662108427892,4,0,1,1,1,0,New Year's Day,0,-37.0,4.41,48.2,0.0,0.21233789157210836,4.472495734342829
2021-01-02,72.85901295234102,1,7.909861117165378,7.909861117165378,5,1,1,2,1,0,New Year's Day,0,-36.0,4.41,48.2,0.0,2.090138882834622,4.28852624430695
2021-01-03,77.72296610056439,1,-0.25232743618026543,-0.25232743618026543,6,1,1,3,1,0,New Year's Day,0,-35.0,4.41,48.2,0.0,10.252327436180266,4.353150787710048
2021-01-04,95.96709959774877,1,9.214693657567674,9.214693657567674,0,0,1,4,0,1,,0,-34.0,4.41,48.2,0.0,0.7853063424323263,4.564005420205028
2021-01-05,101.89193407134283,1,2.4642228412518152,2.4642228412518152,1,0,1,5,0,1,,0,-33.0,4.41,48.2,0.0,7.535777158748185,4.623912781760527
2021-01-06,98.2556398603215,1,5.219171890546394,5.219171890546394,2,0,1,6,0,1,,0,-32.0,4.41,48.2,0.0,4.780828109453606,4.587572652260361
2021-01-07,96.82330749745032,1,5.349061189168327,5.349061189168327,3,0,1,7,0,1,,0,-31.0,4.41,48.2,0.0,4.650938810831673,4.572887745232034
2021-01-08,91.0505841112043,1,6.464292680523614,6.464292680523614,4,0,1,8,0,1,,0,-30.0,4.41,48.2,0.0,3.535707319476386,4.511415221432603
2021-01-09,76.33060363341893,1,2.74308682467678,2.74308682467678,5,1,1,9,1,0,,0,-29.0,4.41,48.2,0.0,7.25691317532322,4.335073953985829
2021-01-10,77.251110039061,1,5.3634239508783335,5.3634239508783335,6,1,1,10,1,0,,0,-28.0,4.41,48.2,0.0,4.6365760491216665,4.347061285112298
2021-01-11,97.44090134509999,1,2.1106315454764064,2.1106315454764064,0,0,1,11,0,1,,0,-27.0,4.41,48.2,0.0,7.889368454523593,4.579246054176398
2021-01-12,92.48791656261656,1,3.6030150127359057,3.6030150127359057,1,0,1,12,0,1,,0,-26.0,4.41,48.2,0.0,6.396984987264094,4.5270780042298115
2021-01-13,90.20642053708306,1,4.7048207125741675,4.7048207125741675,2,0,1,13,0,1,,0,-25.0,4.41,48.2,0.0,5.2951792874258325,4.502100605655977
