relationship_id,source_id,relationship_type,target_id,description,evidence_level,weight
r_obs_source_obs_0108,obs_0108,FROM_SOURCE,source_002,,observed,
r_obs_ind_0109,obs_0109,MEASURES,ind_workdays,,observed,
r_obs_time_0109,obs_0109,AT_TIME,month_2024-11,,observed,
r_obs_ind_0110,obs_0110,MEASURES,ind_holiday_days,,observed,
r_obs_time_0110,obs_0110,AT_TIME,month_2024-11,,observed,
r_anomaly_time_2024-11,anomaly_2024-11,AT_TIME,month_2024-11,,rule-based,
r_month_q_2024-11,month_2024-11,IN_QUARTER,quarter_2024-Q4,,schema,
r_month_region_2024-12,month_2024-12,IN_REGION,region_js,,schema,
r_obs_ind_0111,obs_0111,MEASURES,ind_consumption,,observed,
r_obs_time_0111,obs_0111,AT_TIME,month_2024-12,,observed,
r_obs_source_obs_0111,obs_0111,FROM_SOURCE,source_013,,observed,
r_obs_ind_0112,obs_0112,MEASURES,ind_generation,,observed,
r_obs_time_0112,obs_0112,AT_TIME,month_2024-12,,observed,
r_obs_source_obs_0112,obs_0112,FROM_SOURCE,source_013,,observed,
r_obs_ind_0113,obs_0113,MEASURES,ind_capacity,,observed,
r_obs_time_0113,obs_0113,AT_TIME,month_2024-12,,observed,
r_obs_source_obs_0113,obs_0113,FROM_SOURCE,source_013,,observed,
r_obs_ind_0114,obs_0114,MEASURES,ind_peak_load,,observed,
r_obs_time_0114,obs_0114,AT_TIME,month_2024-12,,observed,
r_obs_source_obs_0114,obs_0114,FROM_SOURCE,source_013,,observed,
r_obs_ind_0115,obs_0115,MEASURES,ind_mean_temp,,observed,
r_obs_time_0115,obs_0115,AT_TIME,month_2024-12,,observed,
r_obs_source_obs_0115,obs_0115,FROM_SOURCE,source_002,,observed,
r_obs_ind_0116,obs_0116,MEASURES,ind_hot_days,,observed,
r_obs_time_0116,obs_0116,AT_TIME,month_2024-12,,observed,
r_obs_source_obs_0116,obs_0116,FROM_SOURCE,source_002,,observed,
r_obs_ind_0117,obs_0117,MEASURES,ind_cdd18,,observed,
r_obs_time_0117,obs_0117,AT_TIME,month_2024-12,,observed,
r_obs_source_obs_0117,obs_0117,FROM_SOURCE,source_002,,observed,
r_obs_ind_0118,obs_0118,MEASURES,ind_hdd18,,observed,
r_obs_time_0118,obs_0118,AT_TIME,month_2024-12,,observed,
r_obs_source_obs_0118,obs_0118,FROM_SOURCE,source_002,,observed,
r_obs_ind_0119,obs_0119,MEASURES,ind_workdays,,observed,
r_obs_time_0119,obs_0119,AT_TIME,month_2024-12,,observed,
r_obs_ind_0120,obs_0120,MEASURES,ind_holiday_days,,observed,
r_obs_time_0120,obs_0120,AT_TIME,month_2024-12,,observed,
r_anomaly_time_2024-12,anomaly_2024-12,AT_TIME,month_2024-12,,rule-based,
r_month_q_2024-12,month_2024-12,IN_QUARTER,quarter_2024-Q4,,schema,
r_month_region_2025-01,month_2025-01,IN_REGION,region_js,,schema,
r_obs_ind_0121,obs_0121,MEASURES,ind_consumption,,observed,
r_obs_time_0121,obs_0121,AT_TIME,month_2025-01,,observed,
r_obs_source_obs_0121,obs_0121,FROM_SOURCE,source_014,,observed,
r_obs_ind_0122,obs_0122,MEASURES,ind_generation,,observed,
r_obs_time_0122,obs_0122,AT_TIME,month_2025-01,,observed,
r_obs_source_obs_0122,obs_0122,FROM_SOURCE,source_014,,observed,
r_obs_ind_0123,obs_0123,MEASURES,ind_capacity,,observed,
r_obs_time_0123,obs_0123,AT_TIME,month_2025-01,,observed,
r_obs_source_obs_0123,obs_0123,FROM_SOURCE,source_014,,observed,
r_obs_ind_0124,obs_0124,MEASURES,ind_peak_load,,observed,
r_obs_time_0124,obs_0124,AT_TIME,month_2025-01,,observed,
r_obs_source_obs_0124,obs_0124,FROM_SOURCE,source_014,,observed,
r_obs_ind_0125,obs_0125,MEASURES,ind_mean_temp,,observed,
r_obs_time_0125,obs_0125,AT_TIME,month_2025-01,,observed,
r_obs_source_obs_0125,obs_0125,FROM_SOURCE,source_002,,observed,
r_obs_ind_0126,obs_0126,MEASURES,ind_hot_days,,observed,
r_obs_time_0126,obs_0126,AT_TIME,month_2025-01,,observed,
r_obs_source_obs_0126,obs_0126,FROM_SOURCE,source_002,,observed,
r_obs_ind_0127,obs_0127,MEASURES,ind_cdd18,,observed,
r_obs_time_0127,obs_0127,AT_TIME,month_2025-01,,observed,
r_obs_source_obs_0127,obs_0127,FROM_SOURCE,source_002,,observed,
r_obs_ind_0128,obs_0128,MEASURES,ind_hdd18,,observed,
r_obs_time_0128,obs_0128,AT_TIME,month_2025-01,,observed,
r_obs_source_obs_0128,obs_0128,FROM_SOURCE,source_002,,observed,
r_obs_ind_0129,obs_0129,MEASURES,ind_workdays,,observed,
r_obs_time_0129,obs_0129,AT_TIME,month_2025-01,,observed,
r_obs_ind_0130,obs_0130,MEASURES,ind_holiday_days,,observed,
r_obs_time_0130,obs_0130,AT_TIME,month_2025-01,,observed,
r_anomaly_time_2025-01,anomaly_2025-01,AT_TIME,month_2025-01,,rule-based,
r_anomaly_holiday_2025-01,anomaly_2025-01,CANDIDATE_CAUSE,concept_holiday_shift,需合并1—2月验证,context-supported,
r_month_q_2025-01,month_2025-01,IN_QUARTER,quarter_2025-Q1,,schema,
r_month_region_2025-02,month_2025-02,IN_REGION,region_js,,schema,
r_obs_ind_0131,obs_0131,MEASURES,ind_consumption,,observed,
r_obs_time_0131,obs_0131,AT_TIME,month_2025-02,,observed,
r_obs_source_obs_0131,obs_0131,FROM_SOURCE,source_015,,observed,
r_obs_ind_0132,obs_0132,MEASURES,ind_generation,,observed,
r_obs_time_0132,obs_0132,AT_TIME,month_2025-02,,observed,
r_obs_source_obs_0132,obs_0132,FROM_SOURCE,source_015,,observed,
r_obs_ind_0133,obs_0133,MEASURES,ind_capacity,,observed,
r_obs_time_0133,obs_0133,AT_TIME,month_2025-02,,observed,
r_obs_source_obs_0133,obs_0133,FROM_SOURCE,source_015,,observed,
r_obs_ind_0134,obs_0134,MEASURES,ind_peak_load,,observed,
r_obs_time_0134,obs_0134,AT_TIME,month_2025-02,,observed,
r_obs_source_obs_0134,obs_0134,FROM_SOURCE,source_015,,observed,
r_obs_ind_0135,obs_0135,MEASURES,ind_mean_temp,,observed,
r_obs_time_0135,obs_0135,AT_TIME,month_2025-02,,observed,
r_obs_source_obs_0135,obs_0135,FROM_SOURCE,source_002,,observed,
r_obs_ind_0136,obs_0136,MEASURES,ind_hot_days,,observed,
r_obs_time_0136,obs_0136,AT_TIME,month_2025-02,,observed,
r_obs_source_obs_0136,obs_0136,FROM_SOURCE,source_002,,observed,
r_obs_ind_0137,obs_0137,MEASURES,ind_cdd18,,observed,
r_obs_time_0137,obs_0137,AT_TIME,month_2025-02,,observed,
r_obs_source_obs_0137,obs_0137,FROM_SOURCE,source_002,,observed,
r_obs_ind_0138,obs_0138,MEASURES,ind_hdd18,,observed,
r_obs_time_0138,obs_0138,AT_TIME,month_2025-02,,observed,
r_obs_source_obs_0138,obs_0138,FROM_SOURCE,source_002,,observed,
r_obs_ind_0139,obs_0139,MEASURES,ind_workdays,,observed,
r_obs_time_0139,obs_0139,AT_TIME,month_2025-02,,observed,
r_obs_ind_0140,obs_0140,MEASURES,ind_holiday_days,,observed,
r_obs_time_0140,obs_0140,AT_TIME,month_2025-02,,observed,
r_anomaly_time_2025-02,anomaly_2025-02,AT_TIME,month_2025-02,,rule-based,
r_anomaly_holiday_2025-02,anomaly_2025-02,CANDIDATE_CAUSE,concept_holiday_shift,需合并1—2月验证,context-supported,
r_month_q_2025-02,month_2025-02,IN_QUARTER,quarter_2025-Q1,,schema,
r_month_region_2025-03,month_2025-03,IN_REGION,region_js,,schema,
r_obs_ind_0141,obs_0141,MEASURES,ind_consumption,,observed,
r_obs_time_0141,obs_0141,AT_TIME,month_2025-03,,observed,
r_obs_source_obs_0141,obs_0141,FROM_SOURCE,source_016,,observed,
r_obs_ind_0142,obs_0142,MEASURES,ind_generation,,observed,
r_obs_time_0142,obs_0142,AT_TIME,month_2025-03,,observed,
r_obs_source_obs_0142,obs_0142,FROM_SOURCE,source_016,,observed,
r_obs_ind_0143,obs_0143,MEASURES,ind_capacity,,observed,
r_obs_time_0143,obs_0143,AT_TIME,month_2025-03,,observed,
r_obs_source_obs_0143,obs_0143,FROM_SOURCE,source_016,,observed,
r_obs_ind_0144,obs_0144,MEASURES,ind_peak_load,,observed,
r_obs_time_0144,obs_0144,AT_TIME,month_2025-03,,observed,
r_obs_source_obs_0144,obs_0144,FROM_SOURCE,source_016,,observed,
r_obs_ind_0145,obs_0145,MEASURES,ind_mean_temp,,observed,
r_obs_time_0145,obs_0145,AT_TIME,month_2025-03,,observed,
r_obs_source_obs_0145,obs_0145,FROM_SOURCE,source_002,,observed,
r_obs_ind_0146,obs_0146,MEASURES,ind_hot_days,,observed,
r_obs_time_0146,obs_0146,AT_TIME,month_2025-03,,observed,
r_obs_source_obs_0146,obs_0146,FROM_SOURCE,source_002,,observed,
r_obs_ind_0147,obs_0147,MEASURES,ind_cdd18,,observed,
r_obs_time_0147,obs_0147,AT_TIME,month_2025-03,,observed,
r_obs_source_obs_0147,obs_0147,FROM_SOURCE,source_002,,observed,
r_obs_ind_0148,obs_0148,MEASURES,ind_hdd18,,observed,
r_obs_time_0148,obs_0148,AT_TIME,month_2025-03,,observed,
r_obs_source_obs_0148,obs_0148,FROM_SOURCE,source_002,,observed,
r_obs_ind_0149,obs_0149,MEASURES,ind_workdays,,observed,
r_obs_time_0149,obs_0149,AT_TIME,month_2025-03,,observed,
r_obs_ind_0150,obs_0150,MEASURES,ind_holiday_days,,observed,
r_obs_time_0150,obs_0150,AT_TIME,month_2025-03,,observed,
r_anomaly_time_2025-03,anomaly_2025-03,AT_TIME,month_2025-03,,rule-based,
r_month_q_2025-03,month_2025-03,IN_QUARTER,quarter_2025-Q1,,schema,
r_month_region_2025-04,month_2025-04,IN_REGION,region_js,,schema,
r_obs_ind_0151,obs_0151,MEASURES,ind_consumption,,observed,
r_obs_time_0151,obs_0151,AT_TIME,month_2025-04,,observed,
r_obs_source_obs_0151,obs_0151,FROM_SOURCE,source_017,,observed,
r_obs_ind_0152,obs_0152,MEASURES,ind_generation,,observed,
r_obs_time_0152,obs_0152,AT_TIME,month_2025-04,,observed,
r_obs_source_obs_0152,obs_0152,FROM_SOURCE,source_017,,observed,
r_obs_ind_0153,obs_0153,MEASURES,ind_capacity,,observed,
r_obs_time_0153,obs_0153,AT_TIME,month_2025-04,,observed,
r_obs_source_obs_0153,obs_0153,FROM_SOURCE,source_017,,observed,
r_obs_ind_0154,obs_0154,MEASURES,ind_peak_load,,observed,
r_obs_time_0154,obs_0154,AT_TIME,month_2025-04,,observed,
r_obs_source_obs_0154,obs_0154,FROM_SOURCE,source_017,,observed,
r_obs_ind_0155,obs_0155,MEASURES,ind_mean_temp,,observed,
r_obs_time_0155,obs_0155,AT_TIME,month_2025-04,,observed,
r_obs_source_obs_0155,obs_0155,FROM_SOURCE,source_002,,observed,
r_obs_ind_0156,obs_0156,MEASURES,ind_hot_days,,observed,
r_obs_time_0156,obs_0156,AT_TIME,month_2025-04,,observed,
r_obs_source_obs_0156,obs_0156,FROM_SOURCE,source_002,,observed,
r_obs_ind_0157,obs_0157,MEASURES,ind_cdd18,,observed,
r_obs_time_0157,obs_0157,AT_TIME,month_2025-04,,observed,
r_obs_source_obs_0157,obs_0157,FROM_SOURCE,source_002,,observed,
r_obs_ind_0158,obs_0158,MEASURES,ind_hdd18,,observed,
r_obs_time_0158,obs_0158,AT_TIME,month_2025-04,,observed,
r_obs_source_obs_0158,obs_0158,FROM_SOURCE,source_002,,observed,
r_obs_ind_0159,obs_0159,MEASURES,ind_workdays,,observed,
r_obs_time_0159,obs_0159,AT_TIME,month_2025-04,,observed,
r_obs_ind_0160,obs_0160,MEASURES,ind_holiday_days,,observed,
r_obs_time_0160,obs_0160,AT_TIME,month_2025-04,,observed,
r_anomaly_time_2025-04,anomaly_2025-04,AT_TIME,month_2025-04,,rule-based,
r_month_q_2025-04,month_2025-04,IN_QUARTER,quarter_2025-Q2,,schema,
r_month_region_2025-05,month_2025-05,IN_REGION,region_js,,schema,
r_obs_ind_0161,obs_0161,MEASURES,ind_consumption,,observed,
r_obs_time_0161,obs_0161,AT_TIME,month_2025-05,,observed,
r_obs_source_obs_0161,obs_0161,FROM_SOURCE,source_018,,observed,
r_obs_ind_0162,obs_0162,MEASURES,ind_generation,,observed,
r_obs_time_0162,obs_0162,AT_TIME,month_2025-05,,observed,
r_obs_source_obs_0162,obs_0162,FROM_SOURCE,source_018,,observed,
r_obs_ind_0163,obs_0163,MEASURES,ind_capacity,,observed,
r_obs_time_0163,obs_0163,AT_TIME,month_2025-05,,observed,
r_obs_source_obs_0163,obs_0163,FROM_SOURCE,source_018,,observed,
r_obs_ind_0164,obs_0164,MEASURES,ind_peak_load,,observed,
r_obs_time_0164,obs_0164,AT_TIME,month_2025-05,,observed,
r_obs_source_obs_0164,obs_0164,FROM_SOURCE,source_018,,observed,
r_obs_ind_0165,obs_0165,MEASURES,ind_mean_temp,,observed,
r_obs_time_0165,obs_0165,AT_TIME,month_2025-05,,observed,
r_obs_source_obs_0165,obs_0165,FROM_SOURCE,source_002,,observed,
r_obs_ind_0166,obs_0166,MEASURES,ind_hot_days,,observed,
r_obs_time_0166,obs_0166,AT_TIME,month_2025-05,,observed,
r_obs_source_obs_0166,obs_0166,FROM_SOURCE,source_002,,observed,
r_obs_ind_0167,obs_0167,MEASURES,ind_cdd18,,observed,
r_obs_time_0167,obs_0167,AT_TIME,month_2025-05,,observed,
r_obs_source_obs_0167,obs_0167,FROM_SOURCE,source_002,,observed,
r_obs_ind_0168,obs_0168,MEASURES,ind_hdd18,,observed,
r_obs_time_0168,obs_0168,AT_TIME,month_2025-05,,observed,
r_obs_source_obs_0168,obs_0168,FROM_SOURCE,source_002,,observed,
r_obs_ind_0169,obs_0169,MEASURES,ind_workdays,,observed,
r_obs_time_0169,obs_0169,AT_TIME,month_2025-05,,observed,
r_obs_ind_0170,obs_0170,MEASURES,ind_holiday_days,,observed,
r_obs_time_0170,obs_0170,AT_TIME,month_2025-05,,observed,
r_anomaly_time_2025-05,anomaly_2025-05,AT_TIME,month_2025-05,,rule-based,
r_month_q_2025-05,month_2025-05,IN_QUARTER,quarter_2025-Q2,,schema,
r_month_region_2025-06,month_2025-06,IN_REGION,region_js,,schema,
r_obs_ind_0171,obs_0171,MEASURES,ind_consumption,,observed,
r_obs_time_0171,obs_0171,AT_TIME,month_2025-06,,observed,
r_obs_source_obs_0171,obs_0171,FROM_SOURCE,source_019,,observed,
r_obs_ind_0172,obs_0172,MEASURES,ind_generation,,observed,
r_obs_time_0172,obs_0172,AT_TIME,month_2025-06,,observed,
r_obs_source_obs_0172,obs_0172,FROM_SOURCE,source_019,,observed,
r_obs_ind_0173,obs_0173,MEASURES,ind_capacity,,observed,
r_obs_time_0173,obs_0173,AT_TIME,month_2025-06,,observed,
r_obs_source_obs_0173,obs_0173,FROM_SOURCE,source_019,,observed,
r_obs_ind_0174,obs_0174,MEASURES,ind_peak_load,,observed,
r_obs_time_0174,obs_0174,AT_TIME,month_2025-06,,observed,
r_obs_source_obs_0174,obs_0174,FROM_SOURCE,source_019,,observed,
r_obs_ind_0175,obs_0175,MEASURES,ind_mean_temp,,observed,
r_obs_time_0175,obs_0175,AT_TIME,month_2025-06,,observed,
r_obs_source_obs_0175,obs_0175,FROM_SOURCE,source_002,,observed,
r_obs_ind_0176,obs_0176,MEASURES,ind_hot_days,,observed,
r_obs_time_0176,obs_0176,AT_TIME,month_2025-06,,observed,
r_obs_source_obs_0176,obs_0176,FROM_SOURCE,source_002,,observed,
r_obs_ind_0177,obs_0177,MEASURES,ind_cdd18,,observed,
r_obs_time_0177,obs_0177,AT_TIME,month_2025-06,,observed,
r_obs_source_obs_0177,obs_0177,FROM_SOURCE,source_002,,observed,
r_obs_ind_0178,obs_0178,MEASURES,ind_hdd18,,observed,
r_obs_time_0178,obs_0178,AT_TIME,month_2025-06,,observed,
r_obs_source_obs_0178,obs_0178,FROM_SOURCE,source_002,,observed,
r_obs_ind_0179,obs_0179,MEASURES,ind_workdays,,observed,
r_obs_time_0179,obs_0179,AT_TIME,month_2025-06,,observed,
r_obs_ind_0180,obs_0180,MEASURES,ind_holiday_days,,observed,
r_obs_time_0180,obs_0180,AT_TIME,month_2025-06,,observed,
r_anomaly_time_2025-06,anomaly_2025-06,AT_TIME,month_2025-06,,rule-based,
r_month_q_2025-06,month_2025-06,IN_QUARTER,quarter_2025-Q2,,schema,
r_month_region_2025-07,month_2025-07,IN_REGION,region_js,,schema,
r_obs_ind_0181,obs_0181,MEASURES,ind_consumption,,observed,
r_obs_time_0181,obs_0181,AT_TIME,month_2025-07,,observed,
r_obs_source_obs_0181,obs_0181,FROM_SOURCE,source_020,,observed,
r_obs_ind_0182,obs_0182,MEASURES,ind_generation,,observed,
r_obs_time_0182,obs_0182,AT_TIME,month_2025-07,,observed,
r_obs_source_obs_0182,obs_0182,FROM_SOURCE,source_020,,observed,
r_obs_ind_0183,obs_0183,MEASURES,ind_capacity,,observed,
r_obs_time_0183,obs_0183,AT_TIME,month_2025-07,,observed,
r_obs_source_obs_0183,obs_0183,FROM_SOURCE,source_020,,observed,
r_obs_ind_0184,obs_0184,MEASURES,ind_peak_load,,observed,
r_obs_time_0184,obs_0184,AT_TIME,month_2025-07,,observed,
r_obs_source_obs_0184,obs_0184,FROM_SOURCE,source_020,,observed,
r_obs_ind_0185,obs_0185,MEASURES,ind_mean_temp,,observed,
r_obs_time_0185,obs_0185,AT_TIME,month_2025-07,,observed,
r_obs_source_obs_0185,obs_0185,FROM_SOURCE,source_002,,observed,
r_obs_ind_0186,obs_0186,MEASURES,ind_hot_days,,observed,
r_obs_time_0186,obs_0186,AT_TIME,month_2025-07,,observed,
r_obs_source_obs_0186,obs_0186,FROM_SOURCE,source_002,,observed,
r_obs_ind_0187,obs_0187,MEASURES,ind_cdd18,,observed,
r_obs_time_0187,obs_0187,AT_TIME,month_2025-07,,observed,
r_obs_source_obs_0187,obs_0187,FROM_SOURCE,source_002,,observed,
r_obs_ind_0188,obs_0188,MEASURES,ind_hdd18,,observed,
r_obs_time_0188,obs_0188,AT_TIME,month_2025-07,,observed,
r_obs_source_obs_0188,obs_0188,FROM_SOURCE,source_002,,observed,
r_obs_ind_0189,obs_0189,MEASURES,ind_workdays,,observed,
r_obs_time_0189,obs_0189,AT_TIME,month_2025-07,,observed,
r_obs_ind_0190,obs_0190,MEASURES,ind_holiday_days,,observed,
r_obs_time_0190,obs_0190,AT_TIME,month_2025-07,,observed,
r_anomaly_time_2025-07,anomaly_2025-07,AT_TIME,month_2025-07,,rule-based,
r_anomaly_hot_2025-07,anomaly_2025-07,CANDIDATE_CAUSE,concept_high_temp,南京代表点高温证据,proxy-supported,
r_month_q_2025-07,month_2025-07,IN_QUARTER,quarter_2025-Q3,,schema,
r_month_region_2025-08,month_2025-08,IN_REGION,region_js,,schema,
r_obs_ind_0191,obs_0191,MEASURES,ind_consumption,,observed,
r_obs_time_0191,obs_0191,AT_TIME,month_2025-08,,observed,
r_obs_source_obs_0191,obs_0191,FROM_SOURCE,source_021,,observed,
r_obs_ind_0192,obs_0192,MEASURES,ind_generation,,observed,
r_obs_time_0192,obs_0192,AT_TIME,month_2025-08,,observed,
r_obs_source_obs_0192,obs_0192,FROM_SOURCE,source_021,,observed,
r_obs_ind_0193,obs_0193,MEASURES,ind_capacity,,observed,
r_obs_time_0193,obs_0193,AT_TIME,month_2025-08,,observed,
r_obs_source_obs_0193,obs_0193,FROM_SOURCE,source_021,,observed,
r_obs_ind_0194,obs_0194,MEASURES,ind_peak_load,,observed,
r_obs_time_0194,obs_0194,AT_TIME,month_2025-08,,observed,
r_obs_source_obs_0194,obs_0194,FROM_SOURCE,source_021,,observed,
r_obs_ind_0195,obs_0195,MEASURES,ind_mean_temp,,observed,
r_obs_time_0195,obs_0195,AT_TIME,month_2025-08,,observed,
r_obs_source_obs_0195,obs_0195,FROM_SOURCE,source_002,,observed,
r_obs_ind_0196,obs_0196,MEASURES,ind_hot_days,,observed,
r_obs_time_0196,obs_0196,AT_TIME,month_2025-08,,observed,
r_obs_source_obs_0196,obs_0196,FROM_SOURCE,source_002,,observed,
r_obs_ind_0197,obs_0197,MEASURES,ind_cdd18,,observed,
r_obs_time_0197,obs_0197,AT_TIME,month_2025-08,,observed,
r_obs_source_obs_0197,obs_0197,FROM_SOURCE,source_002,,observed,
r_obs_ind_0198,obs_0198,MEASURES,ind_hdd18,,observed,
r_obs_time_0198,obs_0198,AT_TIME,month_2025-08,,observed,
r_obs_source_obs_0198,obs_0198,FROM_SOURCE,source_002,,observed,
r_obs_ind_0199,obs_0199,MEASURES,ind_workdays,,observed,
r_obs_time_0199,obs_0199,AT_TIME,month_2025-08,,observed,
r_obs_ind_0200,obs_0200,MEASURES,ind_holiday_days,,observed,
r_obs_time_0200,obs_0200,AT_TIME,month_2025-08,,observed,
r_anomaly_time_2025-08,anomaly_2025-08,AT_TIME,month_2025-08,,rule-based,
r_anomaly_hot_2025-08,anomaly_2025-08,CANDIDATE_CAUSE,concept_high_temp,南京代表点高温证据,proxy-supported,
r_month_q_2025-08,month_2025-08,IN_QUARTER,quarter_2025-Q3,,schema,
r_month_region_2025-09,month_2025-09,IN_REGION,region_js,,schema,
r_obs_ind_0201,obs_0201,MEASURES,ind_consumption,,observed,
r_obs_time_0201,obs_0201,AT_TIME,month_2025-09,,observed,
r_obs_source_obs_0201,obs_0201,FROM_SOURCE,source_022,,observed,
r_obs_ind_0202,obs_0202,MEASURES,ind_generation,,observed,
r_obs_time_0202,obs_0202,AT_TIME,month_2025-09,,observed,
r_obs_source_obs_0202,obs_0202,FROM_SOURCE,source_022,,observed,
r_obs_ind_0203,obs_0203,MEASURES,ind_capacity,,observed,
r_obs_time_0203,obs_0203,AT_TIME,month_2025-09,,observed,
r_obs_source_obs_0203,obs_0203,FROM_SOURCE,source_022,,observed,
r_obs_ind_0204,obs_0204,MEASURES,ind_peak_load,,observed,
r_obs_time_0204,obs_0204,AT_TIME,month_2025-09,,observed,
r_obs_source_obs_0204,obs_0204,FROM_SOURCE,source_022,,observed,
r_obs_ind_0205,obs_0205,MEASURES,ind_mean_temp,,observed,
r_obs_time_0205,obs_0205,AT_TIME,month_2025-09,,observed,
r_obs_source_obs_0205,obs_0205,FROM_SOURCE,source_002,,observed,
r_obs_ind_0206,obs_0206,MEASURES,ind_hot_days,,observed,
r_obs_time_0206,obs_0206,AT_TIME,month_2025-09,,observed,
r_obs_source_obs_0206,obs_0206,FROM_SOURCE,source_002,,observed,
r_obs_ind_0207,obs_0207,MEASURES,ind_cdd18,,observed,
r_obs_time_0207,obs_0207,AT_TIME,month_2025-09,,observed,
r_obs_source_obs_0207,obs_0207,FROM_SOURCE,source_002,,observed,
r_obs_ind_0208,obs_0208,MEASURES,ind_hdd18,,observed,
r_obs_time_0208,obs_0208,AT_TIME,month_2025-09,,observed,
r_obs_source_obs_0208,obs_0208,FROM_SOURCE,source_002,,observed,
r_obs_ind_0209,obs_0209,MEASURES,ind_workdays,,observed,
r_obs_time_0209,obs_0209,AT_TIME,month_2025-09,,observed,
r_obs_ind_0210,obs_0210,MEASURES,ind_holiday_days,,observed,
r_obs_time_0210,obs_0210,AT_TIME,month_2025-09,,observed,
r_anomaly_time_2025-09,anomaly_2025-09,AT_TIME,month_2025-09,,rule-based,
r_month_q_2025-09,month_2025-09,IN_QUARTER,quarter_2025-Q3,,schema,
r_month_region_2025-10,month_2025-10,IN_REGION,region_js,,schema,
r_obs_ind_0211,obs_0211,MEASURES,ind_consumption,,observed,
r_obs_time_0211,obs_0211,AT_TIME,month_2025-10,,observed,
r_obs_source_obs_0211,obs_0211,FROM_SOURCE,source_023,,observed,
r_obs_ind_0212,obs_0212,MEASURES,ind_generation,,observed,
r_obs_time_0212,obs_0212,AT_TIME,month_2025-10,,observed,
r_obs_source_obs_0212,obs_0212,FROM_SOURCE,source_023,,observed,
r_obs_ind_0213,obs_0213,MEASURES,ind_capacity,,observed,
r_obs_time_0213,obs_0213,AT_TIME,month_2025-10,,observed,
r_obs_source_obs_0213,obs_0213,FROM_SOURCE,source_023,,observed,
r_obs_ind_0214,obs_0214,MEASURES,ind_peak_load,,observed,
r_obs_time_0214,obs_0214,AT_TIME,month_2025-10,,observed,
r_obs_source_obs_0214,obs_0214,FROM_SOURCE,source_023,,observed,
r_obs_ind_0215,obs_0215,MEASURES,ind_mean_temp,,observed,
r_obs_time_0215,obs_0215,AT_TIME,month_2025-10,,observed,
r_obs_source_obs_0215,obs_0215,FROM_SOURCE,source_002,,observed,
r_obs_ind_0216,obs_0216,MEASURES,ind_hot_days,,observed,
r_obs_time_0216,obs_0216,AT_TIME,month_2025-10,,observed,
r_obs_source_obs_0216,obs_0216,FROM_SOURCE,source_002,,observed,
r_obs_ind_0217,obs_0217,MEASURES,ind_cdd18,,observed,
r_obs_time_0217,obs_0217,AT_TIME,month_2025-10,,observed,
r_obs_source_obs_0217,obs_0217,FROM_SOURCE,source_002,,observed,
r_obs_ind_0218,obs_0218,MEASURES,ind_hdd18,,observed,
r_obs_time_0218,obs_0218,AT_TIME,month_2025-10,,observed,
r_obs_source_obs_0218,obs_0218,FROM_SOURCE,source_002,,observed,
r_obs_ind_0219,obs_0219,MEASURES,ind_workdays,,observed,
r_obs_time_0219,obs_0219,AT_TIME,month_2025-10,,observed,
r_obs_ind_0220,obs_0220,MEASURES,ind_holiday_days,,observed,
r_obs_time_0220,obs_0220,AT_TIME,month_2025-10,,observed,
r_anomaly_time_2025-10,anomaly_2025-10,AT_TIME,month_2025-10,,rule-based,
r_month_q_2025-10,month_2025-10,IN_QUARTER,quarter_2025-Q4,,schema,
r_month_region_2025-11,month_2025-11,IN_REGION,region_js,,schema,
r_obs_ind_0221,obs_0221,MEASURES,ind_consumption,,observed,
r_obs_time_0221,obs_0221,AT_TIME,month_2025-11,,observed,
r_obs_source_obs_0221,obs_0221,FROM_SOURCE,source_024,,observed,
r_obs_ind_0222,obs_0222,MEASURES,ind_generation,,observed,
r_obs_time_0222,obs_0222,AT_TIME,month_2025-11,,observed,
r_obs_source_obs_0222,obs_0222,FROM_SOURCE,source_024,,observed,
r_obs_ind_0223,obs_0223,MEASURES,ind_capacity,,observed,
r_obs_time_0223,obs_0223,AT_TIME,month_2025-11,,observed,
r_obs_source_obs_0223,obs_0223,FROM_SOURCE,source_024,,observed,
r_obs_ind_0224,obs_0224,MEASURES,ind_peak_load,,observed,
r_obs_time_0224,obs_0224,AT_TIME,month_2025-11,,observed,
r_obs_source_obs_0224,obs_0224,FROM_SOURCE,source_024,,observed,
r_obs_ind_0225,obs_0225,MEASURES,ind_mean_temp,,observed,
r_obs_time_0225,obs_0225,AT_TIME,month_2025-11,,observed,
r_obs_source_obs_0225,obs_0225,FROM_SOURCE,source_002,,observed,
r_obs_ind_0226,obs_0226,MEASURES,ind_hot_days,,observed,
r_obs_time_0226,obs_0226,AT_TIME,month_2025-11,,observed,
r_obs_source_obs_0226,obs_0226,FROM_SOURCE,source_002,,observed,
r_obs_ind_0227,obs_0227,MEASURES,ind_cdd18,,observed,
r_obs_time_0227,obs_0227,AT_TIME,month_2025-11,,observed,
r_obs_source_obs_0227,obs_0227,FROM_SOURCE,source_002,,observed,
r_obs_ind_0228,obs_0228,MEASURES,ind_hdd18,,observed,
r_obs_time_0228,obs_0228,AT_TIME,month_2025-11,,observed,
r_obs_source_obs_0228,obs_0228,FROM_SOURCE,source_002,,observed,
r_obs_ind_0229,obs_0229,MEASURES,ind_workdays,,observed,
r_obs_time_0229,obs_0229,AT_TIME,month_2025-11,,observed,
