observation_id,period,region,indicator_id,value,unit,yoy_pct,scope,source_url,quality_flag
obs_0111,2024-12,江苏省,ind_consumption,747.44,亿千瓦时,2.1,month,https://jsb.nea.gov.cn/dtyw/jgdt/202501/t20250120_275540.html,official-published;peak-load-scope-varies
obs_0112,2024-12,江苏省,ind_generation,577.01,亿千瓦时,-1.55,month,https://jsb.nea.gov.cn/dtyw/jgdt/202501/t20250120_275540.html,official-published;peak-load-scope-varies
obs_0113,2024-12,江苏省,ind_capacity,20409.26,万千瓦,,month-end,https://jsb.nea.gov.cn/dtyw/jgdt/202501/t20250120_275540.html,official-published;peak-load-scope-varies
obs_0114,2024-12,江苏省,ind_peak_load,13582.7,万千瓦,3.47,official-reported-scope-varies,https://jsb.nea.gov.cn/dtyw/jgdt/202501/t20250120_275540.html,official-published;peak-load-scope-varies
obs_0115,2024-12,江苏省,ind_mean_temp,5.03,℃,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0116,2024-12,江苏省,ind_hot_days,0,天,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0117,2024-12,江苏省,ind_cdd18,0,度日,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0118,2024-12,江苏省,ind_hdd18,402.2,度日,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0119,2024-12,江苏省,ind_workdays,22,天,,month,国务院办公厅节假日通知,official-calendar
obs_0120,2024-12,江苏省,ind_holiday_days,0,天,,month,国务院办公厅节假日通知,official-calendar
obs_0121,2025-01,江苏省,ind_consumption,667.07,亿千瓦时,-9.63,month,https://jsb.nea.gov.cn/dtyw/jgdt/202502/t20250217_276674.html,official-published;peak-load-scope-varies
obs_0122,2025-01,江苏省,ind_generation,513.54,亿千瓦时,-12.9,month,https://jsb.nea.gov.cn/dtyw/jgdt/202502/t20250217_276674.html,official-published;peak-load-scope-varies
obs_0123,2025-01,江苏省,ind_capacity,20816.74,万千瓦,,month-end,https://jsb.nea.gov.cn/dtyw/jgdt/202502/t20250217_276674.html,official-published;peak-load-scope-varies
obs_0124,2025-01,江苏省,ind_peak_load,11631.4,万千瓦,-7.61,official-reported-scope-varies,https://jsb.nea.gov.cn/dtyw/jgdt/202502/t20250217_276674.html,official-published;peak-load-scope-varies
obs_0125,2025-01,江苏省,ind_mean_temp,4.98,℃,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0126,2025-01,江苏省,ind_hot_days,0,天,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0127,2025-01,江苏省,ind_cdd18,0,度日,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0128,2025-01,江苏省,ind_hdd18,403.7,度日,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0129,2025-01,江苏省,ind_workdays,19,天,,month,国务院办公厅节假日通知,official-calendar
obs_0130,2025-01,江苏省,ind_holiday_days,5,天,,month,国务院办公厅节假日通知,official-calendar
obs_0131,2025-02,江苏省,ind_consumption,621.49,亿千瓦时,12.77,month,https://jsb.nea.gov.cn/dtyw/jgdt/202503/t20250321_278422.html,official-published;peak-load-scope-varies
obs_0132,2025-02,江苏省,ind_generation,496.73,亿千瓦时,10.38,month,https://jsb.nea.gov.cn/dtyw/jgdt/202503/t20250321_278422.html,official-published;peak-load-scope-varies
obs_0133,2025-02,江苏省,ind_capacity,20943.85,万千瓦,,month-end,https://jsb.nea.gov.cn/dtyw/jgdt/202503/t20250321_278422.html,official-published;peak-load-scope-varies
obs_0134,2025-02,江苏省,ind_peak_load,11631.4,万千瓦,-7.61,official-reported-scope-varies,https://jsb.nea.gov.cn/dtyw/jgdt/202503/t20250321_278422.html,official-published;peak-load-scope-varies
obs_0135,2025-02,江苏省,ind_mean_temp,5.67,℃,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0136,2025-02,江苏省,ind_hot_days,0,天,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0137,2025-02,江苏省,ind_cdd18,0,度日,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0138,2025-02,江苏省,ind_hdd18,345.3,度日,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0139,2025-02,江苏省,ind_workdays,19,天,,month,国务院办公厅节假日通知,official-calendar
obs_0140,2025-02,江苏省,ind_holiday_days,4,天,,month,国务院办公厅节假日通知,official-calendar
obs_0141,2025-03,江苏省,ind_consumption,704.06,亿千瓦时,4.31,month,https://jsb.nea.gov.cn/dtyw/jgdt/202504/t20250417_279734.html,official-published;peak-load-scope-varies
obs_0142,2025-03,江苏省,ind_generation,555.66,亿千瓦时,1.33,month,https://jsb.nea.gov.cn/dtyw/jgdt/202504/t20250417_279734.html,official-published;peak-load-scope-varies
obs_0143,2025-03,江苏省,ind_capacity,21196.66,万千瓦,,month-end,https://jsb.nea.gov.cn/dtyw/jgdt/202504/t20250417_279734.html,official-published;peak-load-scope-varies
obs_0144,2025-03,江苏省,ind_peak_load,11631.4,万千瓦,-7.61,official-reported-scope-varies,https://jsb.nea.gov.cn/dtyw/jgdt/202504/t20250417_279734.html,official-published;peak-load-scope-varies
obs_0145,2025-03,江苏省,ind_mean_temp,12.09,℃,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0146,2025-03,江苏省,ind_hot_days,0,天,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0147,2025-03,江苏省,ind_cdd18,15.4,度日,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0148,2025-03,江苏省,ind_hdd18,198.5,度日,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0149,2025-03,江苏省,ind_workdays,21,天,,month,国务院办公厅节假日通知,official-calendar
obs_0150,2025-03,江苏省,ind_holiday_days,0,天,,month,国务院办公厅节假日通知,official-calendar
obs_0151,2025-04,江苏省,ind_consumption,648.19,亿千瓦时,4.51,month,https://jsb.nea.gov.cn/dtyw/jgdt/202505/t20250519_281184.html,official-published;peak-load-scope-varies
obs_0152,2025-04,江苏省,ind_generation,520.79,亿千瓦时,2.0,month,https://jsb.nea.gov.cn/dtyw/jgdt/202505/t20250519_281184.html,official-published;peak-load-scope-varies
obs_0153,2025-04,江苏省,ind_capacity,21912.07,万千瓦,,month-end,https://jsb.nea.gov.cn/dtyw/jgdt/202505/t20250519_281184.html,official-published;peak-load-scope-varies
obs_0154,2025-04,江苏省,ind_peak_load,11631.4,万千瓦,-7.61,official-reported-scope-varies,https://jsb.nea.gov.cn/dtyw/jgdt/202505/t20250519_281184.html,official-published;peak-load-scope-varies
obs_0155,2025-04,江苏省,ind_mean_temp,20.06,℃,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0156,2025-04,江苏省,ind_hot_days,0,天,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0157,2025-04,江苏省,ind_cdd18,81.9,度日,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0158,2025-04,江苏省,ind_hdd18,20.2,度日,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0159,2025-04,江苏省,ind_workdays,22,天,,month,国务院办公厅节假日通知,official-calendar
obs_0160,2025-04,江苏省,ind_holiday_days,3,天,,month,国务院办公厅节假日通知,official-calendar
obs_0161,2025-05,江苏省,ind_consumption,674.99,亿千瓦时,3.75,month,https://jsb.nea.gov.cn/dtyw/jgdt/202506/t20250618_283056.html,official-published;peak-load-scope-varies
obs_0162,2025-05,江苏省,ind_generation,561.17,亿千瓦时,1.83,month,https://jsb.nea.gov.cn/dtyw/jgdt/202506/t20250618_283056.html,official-published;peak-load-scope-varies
obs_0163,2025-05,江苏省,ind_capacity,22662.22,万千瓦,,month-end,https://jsb.nea.gov.cn/dtyw/jgdt/202506/t20250618_283056.html,official-published;peak-load-scope-varies
obs_0164,2025-05,江苏省,ind_peak_load,11631.4,万千瓦,-7.61,official-reported-scope-varies,https://jsb.nea.gov.cn/dtyw/jgdt/202506/t20250618_283056.html,official-published;peak-load-scope-varies
obs_0165,2025-05,江苏省,ind_mean_temp,22.74,℃,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0166,2025-05,江苏省,ind_hot_days,0,天,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0167,2025-05,江苏省,ind_cdd18,146.9,度日,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0168,2025-05,江苏省,ind_hdd18,0.0,度日,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0169,2025-05,江苏省,ind_workdays,19,天,,month,国务院办公厅节假日通知,official-calendar
obs_0170,2025-05,江苏省,ind_holiday_days,6,天,,month,国务院办公厅节假日通知,official-calendar
obs_0171,2025-06,江苏省,ind_consumption,737.21,亿千瓦时,7.15,month,https://jsb.nea.gov.cn/dtyw/jgdt/202507/t20250718_284530.html,official-published;peak-load-scope-varies
obs_0172,2025-06,江苏省,ind_generation,567.13,亿千瓦时,7.36,month,https://jsb.nea.gov.cn/dtyw/jgdt/202507/t20250718_284530.html,official-published;peak-load-scope-varies
obs_0173,2025-06,江苏省,ind_capacity,22816.93,万千瓦,,month-end,https://jsb.nea.gov.cn/dtyw/jgdt/202507/t20250718_284530.html,official-published;peak-load-scope-varies
obs_0174,2025-06,江苏省,ind_peak_load,12200.8,万千瓦,-3.09,official-reported-scope-varies,https://jsb.nea.gov.cn/dtyw/jgdt/202507/t20250718_284530.html,official-published;peak-load-scope-varies
obs_0175,2025-06,江苏省,ind_mean_temp,25.17,℃,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0176,2025-06,江苏省,ind_hot_days,0,天,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0177,2025-06,江苏省,ind_cdd18,215.0,度日,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0178,2025-06,江苏省,ind_hdd18,0,度日,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0179,2025-06,江苏省,ind_workdays,20,天,,month,国务院办公厅节假日通知,official-calendar
obs_0180,2025-06,江苏省,ind_holiday_days,2,天,,month,国务院办公厅节假日通知,official-calendar
obs_0181,2025-07,江苏省,ind_consumption,932.98,亿千瓦时,8.54,month,https://jsb.nea.gov.cn/dtyw/jgdt/202508/t20250819_285911.html,official-published;peak-load-scope-varies
obs_0182,2025-07,江苏省,ind_generation,746.08,亿千瓦时,15.66,month,https://jsb.nea.gov.cn/dtyw/jgdt/202508/t20250819_285911.html,official-published;peak-load-scope-varies
obs_0183,2025-07,江苏省,ind_capacity,23259.46,万千瓦,,month-end,https://jsb.nea.gov.cn/dtyw/jgdt/202508/t20250819_285911.html,official-published;peak-load-scope-varies
obs_0184,2025-07,江苏省,ind_peak_load,13888.2,万千瓦,-2.25,official-reported-scope-varies,https://jsb.nea.gov.cn/dtyw/jgdt/202508/t20250819_285911.html,official-published;peak-load-scope-varies
obs_0185,2025-07,江苏省,ind_mean_temp,30.58,℃,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0186,2025-07,江苏省,ind_hot_days,17,天,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0187,2025-07,江苏省,ind_cdd18,390.1,度日,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0188,2025-07,江苏省,ind_hdd18,0,度日,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0189,2025-07,江苏省,ind_workdays,23,天,,month,国务院办公厅节假日通知,official-calendar
obs_0190,2025-07,江苏省,ind_holiday_days,0,天,,month,国务院办公厅节假日通知,official-calendar
obs_0191,2025-08,江苏省,ind_consumption,944.26,亿千瓦时,3.69,month,https://jsb.nea.gov.cn/dtyw/jgdt/202509/t20250919_287691.html,official-published;peak-load-scope-varies
obs_0192,2025-08,江苏省,ind_generation,753.65,亿千瓦时,10.56,month,https://jsb.nea.gov.cn/dtyw/jgdt/202509/t20250919_287691.html,official-published;peak-load-scope-varies
obs_0193,2025-08,江苏省,ind_capacity,23312.42,万千瓦,,month-end,https://jsb.nea.gov.cn/dtyw/jgdt/202509/t20250919_287691.html,official-published;peak-load-scope-varies
obs_0194,2025-08,江苏省,ind_peak_load,14405.5,万千瓦,-6.06,official-reported-scope-varies,https://jsb.nea.gov.cn/dtyw/jgdt/202509/t20250919_287691.html,official-published;peak-load-scope-varies
obs_0195,2025-08,江苏省,ind_mean_temp,30.02,℃,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0196,2025-08,江苏省,ind_hot_days,13,天,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0197,2025-08,江苏省,ind_cdd18,372.7,度日,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0198,2025-08,江苏省,ind_hdd18,0,度日,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0199,2025-08,江苏省,ind_workdays,21,天,,month,国务院办公厅节假日通知,official-calendar
obs_0200,2025-08,江苏省,ind_holiday_days,0,天,,month,国务院办公厅节假日通知,official-calendar
obs_0201,2025-09,江苏省,ind_consumption,806.9,亿千瓦时,5.44,month,https://jsb.nea.gov.cn/dtyw/jgdt/202510/t20251016_288812.html,official-published;peak-load-scope-varies
obs_0202,2025-09,江苏省,ind_generation,621.88,亿千瓦时,3.83,month,https://jsb.nea.gov.cn/dtyw/jgdt/202510/t20251016_288812.html,official-published;peak-load-scope-varies
obs_0203,2025-09,江苏省,ind_capacity,23657.07,万千瓦,,month-end,https://jsb.nea.gov.cn/dtyw/jgdt/202510/t20251016_288812.html,official-published;peak-load-scope-varies
obs_0204,2025-09,江苏省,ind_peak_load,14405.5,万千瓦,-6.06,official-reported-scope-varies,https://jsb.nea.gov.cn/dtyw/jgdt/202510/t20251016_288812.html,official-published;peak-load-scope-varies
obs_0205,2025-09,江苏省,ind_mean_temp,25.56,℃,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0206,2025-09,江苏省,ind_hot_days,0,天,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0207,2025-09,江苏省,ind_cdd18,226.8,度日,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0208,2025-09,江苏省,ind_hdd18,0,度日,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0209,2025-09,江苏省,ind_workdays,23,天,,month,国务院办公厅节假日通知,official-calendar
obs_0210,2025-09,江苏省,ind_holiday_days,0,天,,month,国务院办公厅节假日通知,official-calendar
obs_0211,2025-10,江苏省,ind_consumption,715.86,亿千瓦时,12.35,month,https://jsb.nea.gov.cn/dtyw/jgdt/202511/t20251118_290592.html,official-published;peak-load-scope-varies
obs_0212,2025-10,江苏省,ind_generation,584.23,亿千瓦时,15.3,month,https://jsb.nea.gov.cn/dtyw/jgdt/202511/t20251118_290592.html,official-published;peak-load-scope-varies
obs_0213,2025-10,江苏省,ind_capacity,23758.65,万千瓦,,month-end,https://jsb.nea.gov.cn/dtyw/jgdt/202511/t20251118_290592.html,official-published;peak-load-scope-varies
obs_0214,2025-10,江苏省,ind_peak_load,14405.5,万千瓦,6.06,official-reported-scope-varies,https://jsb.nea.gov.cn/dtyw/jgdt/202511/t20251118_290592.html,official-published;peak-load-scope-varies
obs_0215,2025-10,江苏省,ind_mean_temp,19.58,℃,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0216,2025-10,江苏省,ind_hot_days,0,天,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0217,2025-10,江苏省,ind_cdd18,100.4,度日,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0218,2025-10,江苏省,ind_hdd18,51.5,度日,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0219,2025-10,江苏省,ind_workdays,18,天,,month,国务院办公厅节假日通知,official-calendar
obs_0220,2025-10,江苏省,ind_holiday_days,8,天,,month,国务院办公厅节假日通知,official-calendar
obs_0221,2025-11,江苏省,ind_consumption,686.45,亿千瓦时,6.63,month,https://jsb.nea.gov.cn/dtyw/jgdt/202512/t20251218_292547.html,official-published;peak-load-scope-varies
