id,source_id,target_id,type,description,direction,lag,confidence,provenance
rel-000592,obs-gdp-secondary-2003-Q4,indicator-gdp-secondary,MEASURES,观测对应指标,,,,
rel-000593,obs-gdp-secondary-2003-Q4,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000594,obs-gdp-secondary-2003-Q4,period-2003-Q4,AT_TIME,观测统计期,,,,
rel-000595,obs-gdp-secondary-2003-Q4,source-secondary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000596,obs-gdp-tertiary-2003-Q4,indicator-gdp-tertiary,MEASURES,观测对应指标,,,,
rel-000597,obs-gdp-tertiary-2003-Q4,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000598,obs-gdp-tertiary-2003-Q4,period-2003-Q4,AT_TIME,观测统计期,,,,
rel-000599,obs-gdp-tertiary-2003-Q4,source-tertiary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000600,obs-gdp-primary-2004-Q1,indicator-gdp-primary,MEASURES,观测对应指标,,,,
rel-000601,obs-gdp-primary-2004-Q1,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000602,obs-gdp-primary-2004-Q1,period-2004-Q1,AT_TIME,观测统计期,,,,
rel-000603,obs-gdp-primary-2004-Q1,source-primary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000604,obs-gdp-secondary-2004-Q1,indicator-gdp-secondary,MEASURES,观测对应指标,,,,
rel-000605,obs-gdp-secondary-2004-Q1,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000606,obs-gdp-secondary-2004-Q1,period-2004-Q1,AT_TIME,观测统计期,,,,
rel-000607,obs-gdp-secondary-2004-Q1,source-secondary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000608,obs-gdp-tertiary-2004-Q1,indicator-gdp-tertiary,MEASURES,观测对应指标,,,,
rel-000609,obs-gdp-tertiary-2004-Q1,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000610,obs-gdp-tertiary-2004-Q1,period-2004-Q1,AT_TIME,观测统计期,,,,
rel-000611,obs-gdp-tertiary-2004-Q1,source-tertiary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000612,obs-gdp-primary-2004-Q2,indicator-gdp-primary,MEASURES,观测对应指标,,,,
rel-000613,obs-gdp-primary-2004-Q2,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000614,obs-gdp-primary-2004-Q2,period-2004-Q2,AT_TIME,观测统计期,,,,
rel-000615,obs-gdp-primary-2004-Q2,source-primary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000616,obs-gdp-secondary-2004-Q2,indicator-gdp-secondary,MEASURES,观测对应指标,,,,
rel-000617,obs-gdp-secondary-2004-Q2,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000618,obs-gdp-secondary-2004-Q2,period-2004-Q2,AT_TIME,观测统计期,,,,
rel-000619,obs-gdp-secondary-2004-Q2,source-secondary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000620,obs-gdp-tertiary-2004-Q2,indicator-gdp-tertiary,MEASURES,观测对应指标,,,,
rel-000621,obs-gdp-tertiary-2004-Q2,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000622,obs-gdp-tertiary-2004-Q2,period-2004-Q2,AT_TIME,观测统计期,,,,
rel-000623,obs-gdp-tertiary-2004-Q2,source-tertiary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000624,obs-gdp-primary-2004-Q3,indicator-gdp-primary,MEASURES,观测对应指标,,,,
rel-000625,obs-gdp-primary-2004-Q3,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000626,obs-gdp-primary-2004-Q3,period-2004-Q3,AT_TIME,观测统计期,,,,
rel-000627,obs-gdp-primary-2004-Q3,source-primary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000628,obs-gdp-secondary-2004-Q3,indicator-gdp-secondary,MEASURES,观测对应指标,,,,
rel-000629,obs-gdp-secondary-2004-Q3,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000630,obs-gdp-secondary-2004-Q3,period-2004-Q3,AT_TIME,观测统计期,,,,
rel-000631,obs-gdp-secondary-2004-Q3,source-secondary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000632,obs-gdp-tertiary-2004-Q3,indicator-gdp-tertiary,MEASURES,观测对应指标,,,,
rel-000633,obs-gdp-tertiary-2004-Q3,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000634,obs-gdp-tertiary-2004-Q3,period-2004-Q3,AT_TIME,观测统计期,,,,
rel-000635,obs-gdp-tertiary-2004-Q3,source-tertiary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000636,obs-gdp-primary-2004-Q4,indicator-gdp-primary,MEASURES,观测对应指标,,,,
rel-000637,obs-gdp-primary-2004-Q4,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000638,obs-gdp-primary-2004-Q4,period-2004-Q4,AT_TIME,观测统计期,,,,
rel-000639,obs-gdp-primary-2004-Q4,source-primary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000640,obs-gdp-secondary-2004-Q4,indicator-gdp-secondary,MEASURES,观测对应指标,,,,
rel-000641,obs-gdp-secondary-2004-Q4,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000642,obs-gdp-secondary-2004-Q4,period-2004-Q4,AT_TIME,观测统计期,,,,
rel-000643,obs-gdp-secondary-2004-Q4,source-secondary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000644,obs-gdp-tertiary-2004-Q4,indicator-gdp-tertiary,MEASURES,观测对应指标,,,,
rel-000645,obs-gdp-tertiary-2004-Q4,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000646,obs-gdp-tertiary-2004-Q4,period-2004-Q4,AT_TIME,观测统计期,,,,
rel-000647,obs-gdp-tertiary-2004-Q4,source-tertiary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000648,obs-gdp-primary-2005-Q1,indicator-gdp-primary,MEASURES,观测对应指标,,,,
rel-000649,obs-gdp-primary-2005-Q1,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000650,obs-gdp-primary-2005-Q1,period-2005-Q1,AT_TIME,观测统计期,,,,
rel-000651,obs-gdp-primary-2005-Q1,source-primary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000652,obs-gdp-secondary-2005-Q1,indicator-gdp-secondary,MEASURES,观测对应指标,,,,
rel-000653,obs-gdp-secondary-2005-Q1,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000654,obs-gdp-secondary-2005-Q1,period-2005-Q1,AT_TIME,观测统计期,,,,
rel-000655,obs-gdp-secondary-2005-Q1,source-secondary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000656,obs-gdp-tertiary-2005-Q1,indicator-gdp-tertiary,MEASURES,观测对应指标,,,,
rel-000657,obs-gdp-tertiary-2005-Q1,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000658,obs-gdp-tertiary-2005-Q1,period-2005-Q1,AT_TIME,观测统计期,,,,
rel-000659,obs-gdp-tertiary-2005-Q1,source-tertiary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000660,obs-gdp-primary-2005-Q2,indicator-gdp-primary,MEASURES,观测对应指标,,,,
rel-000661,obs-gdp-primary-2005-Q2,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000662,obs-gdp-primary-2005-Q2,period-2005-Q2,AT_TIME,观测统计期,,,,
rel-000663,obs-gdp-primary-2005-Q2,source-primary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000664,obs-gdp-secondary-2005-Q2,indicator-gdp-secondary,MEASURES,观测对应指标,,,,
rel-000665,obs-gdp-secondary-2005-Q2,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000666,obs-gdp-secondary-2005-Q2,period-2005-Q2,AT_TIME,观测统计期,,,,
rel-000667,obs-gdp-secondary-2005-Q2,source-secondary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000668,obs-gdp-tertiary-2005-Q2,indicator-gdp-tertiary,MEASURES,观测对应指标,,,,
rel-000669,obs-gdp-tertiary-2005-Q2,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000670,obs-gdp-tertiary-2005-Q2,period-2005-Q2,AT_TIME,观测统计期,,,,
rel-000671,obs-gdp-tertiary-2005-Q2,source-tertiary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000672,obs-gdp-primary-2005-Q3,indicator-gdp-primary,MEASURES,观测对应指标,,,,
rel-000673,obs-gdp-primary-2005-Q3,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000674,obs-gdp-primary-2005-Q3,period-2005-Q3,AT_TIME,观测统计期,,,,
rel-000675,obs-gdp-primary-2005-Q3,source-primary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000676,obs-gdp-secondary-2005-Q3,indicator-gdp-secondary,MEASURES,观测对应指标,,,,
rel-000677,obs-gdp-secondary-2005-Q3,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000678,obs-gdp-secondary-2005-Q3,period-2005-Q3,AT_TIME,观测统计期,,,,
rel-000679,obs-gdp-secondary-2005-Q3,source-secondary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000680,obs-gdp-tertiary-2005-Q3,indicator-gdp-tertiary,MEASURES,观测对应指标,,,,
rel-000681,obs-gdp-tertiary-2005-Q3,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000682,obs-gdp-tertiary-2005-Q3,period-2005-Q3,AT_TIME,观测统计期,,,,
rel-000683,obs-gdp-tertiary-2005-Q3,source-tertiary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000684,obs-gdp-primary-2005-Q4,indicator-gdp-primary,MEASURES,观测对应指标,,,,
rel-000685,obs-gdp-primary-2005-Q4,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000686,obs-gdp-primary-2005-Q4,period-2005-Q4,AT_TIME,观测统计期,,,,
rel-000687,obs-gdp-primary-2005-Q4,source-primary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000688,obs-gdp-secondary-2005-Q4,indicator-gdp-secondary,MEASURES,观测对应指标,,,,
rel-000689,obs-gdp-secondary-2005-Q4,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000690,obs-gdp-secondary-2005-Q4,period-2005-Q4,AT_TIME,观测统计期,,,,
rel-000691,obs-gdp-secondary-2005-Q4,source-secondary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000692,obs-gdp-tertiary-2005-Q4,indicator-gdp-tertiary,MEASURES,观测对应指标,,,,
rel-000693,obs-gdp-tertiary-2005-Q4,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000694,obs-gdp-tertiary-2005-Q4,period-2005-Q4,AT_TIME,观测统计期,,,,
rel-000695,obs-gdp-tertiary-2005-Q4,source-tertiary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000696,obs-gdp-primary-2006-Q1,indicator-gdp-primary,MEASURES,观测对应指标,,,,
rel-000697,obs-gdp-primary-2006-Q1,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000698,obs-gdp-primary-2006-Q1,period-2006-Q1,AT_TIME,观测统计期,,,,
rel-000699,obs-gdp-primary-2006-Q1,source-primary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000700,obs-gdp-secondary-2006-Q1,indicator-gdp-secondary,MEASURES,观测对应指标,,,,
rel-000701,obs-gdp-secondary-2006-Q1,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000702,obs-gdp-secondary-2006-Q1,period-2006-Q1,AT_TIME,观测统计期,,,,
rel-000703,obs-gdp-secondary-2006-Q1,source-secondary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000704,obs-gdp-tertiary-2006-Q1,indicator-gdp-tertiary,MEASURES,观测对应指标,,,,
rel-000705,obs-gdp-tertiary-2006-Q1,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000706,obs-gdp-tertiary-2006-Q1,period-2006-Q1,AT_TIME,观测统计期,,,,
rel-000707,obs-gdp-tertiary-2006-Q1,source-tertiary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000708,obs-gdp-primary-2006-Q2,indicator-gdp-primary,MEASURES,观测对应指标,,,,
rel-000709,obs-gdp-primary-2006-Q2,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000710,obs-gdp-primary-2006-Q2,period-2006-Q2,AT_TIME,观测统计期,,,,
rel-000711,obs-gdp-primary-2006-Q2,source-primary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000712,obs-gdp-secondary-2006-Q2,indicator-gdp-secondary,MEASURES,观测对应指标,,,,
rel-000713,obs-gdp-secondary-2006-Q2,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000714,obs-gdp-secondary-2006-Q2,period-2006-Q2,AT_TIME,观测统计期,,,,
rel-000715,obs-gdp-secondary-2006-Q2,source-secondary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000716,obs-gdp-tertiary-2006-Q2,indicator-gdp-tertiary,MEASURES,观测对应指标,,,,
rel-000717,obs-gdp-tertiary-2006-Q2,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000718,obs-gdp-tertiary-2006-Q2,period-2006-Q2,AT_TIME,观测统计期,,,,
rel-000719,obs-gdp-tertiary-2006-Q2,source-tertiary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000720,obs-gdp-primary-2006-Q3,indicator-gdp-primary,MEASURES,观测对应指标,,,,
rel-000721,obs-gdp-primary-2006-Q3,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000722,obs-gdp-primary-2006-Q3,period-2006-Q3,AT_TIME,观测统计期,,,,
rel-000723,obs-gdp-primary-2006-Q3,source-primary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000724,obs-gdp-secondary-2006-Q3,indicator-gdp-secondary,MEASURES,观测对应指标,,,,
rel-000725,obs-gdp-secondary-2006-Q3,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000726,obs-gdp-secondary-2006-Q3,period-2006-Q3,AT_TIME,观测统计期,,,,
rel-000727,obs-gdp-secondary-2006-Q3,source-secondary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000728,obs-gdp-tertiary-2006-Q3,indicator-gdp-tertiary,MEASURES,观测对应指标,,,,
rel-000729,obs-gdp-tertiary-2006-Q3,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000730,obs-gdp-tertiary-2006-Q3,period-2006-Q3,AT_TIME,观测统计期,,,,
rel-000731,obs-gdp-tertiary-2006-Q3,source-tertiary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000732,obs-gdp-primary-2006-Q4,indicator-gdp-primary,MEASURES,观测对应指标,,,,
rel-000733,obs-gdp-primary-2006-Q4,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000734,obs-gdp-primary-2006-Q4,period-2006-Q4,AT_TIME,观测统计期,,,,
rel-000735,obs-gdp-primary-2006-Q4,source-primary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000736,obs-gdp-secondary-2006-Q4,indicator-gdp-secondary,MEASURES,观测对应指标,,,,
rel-000737,obs-gdp-secondary-2006-Q4,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000738,obs-gdp-secondary-2006-Q4,period-2006-Q4,AT_TIME,观测统计期,,,,
rel-000739,obs-gdp-secondary-2006-Q4,source-secondary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000740,obs-gdp-tertiary-2006-Q4,indicator-gdp-tertiary,MEASURES,观测对应指标,,,,
rel-000741,obs-gdp-tertiary-2006-Q4,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000742,obs-gdp-tertiary-2006-Q4,period-2006-Q4,AT_TIME,观测统计期,,,,
rel-000743,obs-gdp-tertiary-2006-Q4,source-tertiary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000744,obs-gdp-primary-2007-Q1,indicator-gdp-primary,MEASURES,观测对应指标,,,,
rel-000745,obs-gdp-primary-2007-Q1,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000746,obs-gdp-primary-2007-Q1,period-2007-Q1,AT_TIME,观测统计期,,,,
rel-000747,obs-gdp-primary-2007-Q1,source-primary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000748,obs-gdp-secondary-2007-Q1,indicator-gdp-secondary,MEASURES,观测对应指标,,,,
rel-000749,obs-gdp-secondary-2007-Q1,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000750,obs-gdp-secondary-2007-Q1,period-2007-Q1,AT_TIME,观测统计期,,,,
rel-000751,obs-gdp-secondary-2007-Q1,source-secondary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000752,obs-gdp-tertiary-2007-Q1,indicator-gdp-tertiary,MEASURES,观测对应指标,,,,
rel-000753,obs-gdp-tertiary-2007-Q1,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000754,obs-gdp-tertiary-2007-Q1,period-2007-Q1,AT_TIME,观测统计期,,,,
rel-000755,obs-gdp-tertiary-2007-Q1,source-tertiary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000756,obs-gdp-primary-2007-Q2,indicator-gdp-primary,MEASURES,观测对应指标,,,,
rel-000757,obs-gdp-primary-2007-Q2,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000758,obs-gdp-primary-2007-Q2,period-2007-Q2,AT_TIME,观测统计期,,,,
rel-000759,obs-gdp-primary-2007-Q2,source-primary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000760,obs-gdp-secondary-2007-Q2,indicator-gdp-secondary,MEASURES,观测对应指标,,,,
rel-000761,obs-gdp-secondary-2007-Q2,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000762,obs-gdp-secondary-2007-Q2,period-2007-Q2,AT_TIME,观测统计期,,,,
rel-000763,obs-gdp-secondary-2007-Q2,source-secondary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000764,obs-gdp-tertiary-2007-Q2,indicator-gdp-tertiary,MEASURES,观测对应指标,,,,
rel-000765,obs-gdp-tertiary-2007-Q2,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000766,obs-gdp-tertiary-2007-Q2,period-2007-Q2,AT_TIME,观测统计期,,,,
rel-000767,obs-gdp-tertiary-2007-Q2,source-tertiary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000768,obs-gdp-primary-2007-Q3,indicator-gdp-primary,MEASURES,观测对应指标,,,,
rel-000769,obs-gdp-primary-2007-Q3,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000770,obs-gdp-primary-2007-Q3,period-2007-Q3,AT_TIME,观测统计期,,,,
rel-000771,obs-gdp-primary-2007-Q3,source-primary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000772,obs-gdp-secondary-2007-Q3,indicator-gdp-secondary,MEASURES,观测对应指标,,,,
rel-000773,obs-gdp-secondary-2007-Q3,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000774,obs-gdp-secondary-2007-Q3,period-2007-Q3,AT_TIME,观测统计期,,,,
rel-000775,obs-gdp-secondary-2007-Q3,source-secondary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000776,obs-gdp-tertiary-2007-Q3,indicator-gdp-tertiary,MEASURES,观测对应指标,,,,
rel-000777,obs-gdp-tertiary-2007-Q3,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000778,obs-gdp-tertiary-2007-Q3,period-2007-Q3,AT_TIME,观测统计期,,,,
rel-000779,obs-gdp-tertiary-2007-Q3,source-tertiary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000780,obs-gdp-primary-2007-Q4,indicator-gdp-primary,MEASURES,观测对应指标,,,,
rel-000781,obs-gdp-primary-2007-Q4,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000782,obs-gdp-primary-2007-Q4,period-2007-Q4,AT_TIME,观测统计期,,,,
rel-000783,obs-gdp-primary-2007-Q4,source-primary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000784,obs-gdp-secondary-2007-Q4,indicator-gdp-secondary,MEASURES,观测对应指标,,,,
rel-000785,obs-gdp-secondary-2007-Q4,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000786,obs-gdp-secondary-2007-Q4,period-2007-Q4,AT_TIME,观测统计期,,,,
rel-000787,obs-gdp-secondary-2007-Q4,source-secondary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000788,obs-gdp-tertiary-2007-Q4,indicator-gdp-tertiary,MEASURES,观测对应指标,,,,
rel-000789,obs-gdp-tertiary-2007-Q4,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000790,obs-gdp-tertiary-2007-Q4,period-2007-Q4,AT_TIME,观测统计期,,,,
rel-000791,obs-gdp-tertiary-2007-Q4,source-tertiary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000792,obs-gdp-primary-2008-Q1,indicator-gdp-primary,MEASURES,观测对应指标,,,,
rel-000793,obs-gdp-primary-2008-Q1,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000794,obs-gdp-primary-2008-Q1,period-2008-Q1,AT_TIME,观测统计期,,,,
rel-000795,obs-gdp-primary-2008-Q1,source-primary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000796,obs-gdp-secondary-2008-Q1,indicator-gdp-secondary,MEASURES,观测对应指标,,,,
rel-000797,obs-gdp-secondary-2008-Q1,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000798,obs-gdp-secondary-2008-Q1,period-2008-Q1,AT_TIME,观测统计期,,,,
rel-000799,obs-gdp-secondary-2008-Q1,source-secondary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000800,obs-gdp-tertiary-2008-Q1,indicator-gdp-tertiary,MEASURES,观测对应指标,,,,
rel-000801,obs-gdp-tertiary-2008-Q1,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000802,obs-gdp-tertiary-2008-Q1,period-2008-Q1,AT_TIME,观测统计期,,,,
rel-000803,obs-gdp-tertiary-2008-Q1,source-tertiary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000804,obs-gdp-primary-2008-Q2,indicator-gdp-primary,MEASURES,观测对应指标,,,,
rel-000805,obs-gdp-primary-2008-Q2,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000806,obs-gdp-primary-2008-Q2,period-2008-Q2,AT_TIME,观测统计期,,,,
rel-000807,obs-gdp-primary-2008-Q2,source-primary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000808,obs-gdp-secondary-2008-Q2,indicator-gdp-secondary,MEASURES,观测对应指标,,,,
rel-000809,obs-gdp-secondary-2008-Q2,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000810,obs-gdp-secondary-2008-Q2,period-2008-Q2,AT_TIME,观测统计期,,,,
rel-000811,obs-gdp-secondary-2008-Q2,source-secondary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000812,obs-gdp-tertiary-2008-Q2,indicator-gdp-tertiary,MEASURES,观测对应指标,,,,
rel-000813,obs-gdp-tertiary-2008-Q2,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000814,obs-gdp-tertiary-2008-Q2,period-2008-Q2,AT_TIME,观测统计期,,,,
rel-000815,obs-gdp-tertiary-2008-Q2,source-tertiary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000816,obs-gdp-primary-2008-Q3,indicator-gdp-primary,MEASURES,观测对应指标,,,,
rel-000817,obs-gdp-primary-2008-Q3,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000818,obs-gdp-primary-2008-Q3,period-2008-Q3,AT_TIME,观测统计期,,,,
rel-000819,obs-gdp-primary-2008-Q3,source-primary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000820,obs-gdp-secondary-2008-Q3,indicator-gdp-secondary,MEASURES,观测对应指标,,,,
rel-000821,obs-gdp-secondary-2008-Q3,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000822,obs-gdp-secondary-2008-Q3,period-2008-Q3,AT_TIME,观测统计期,,,,
rel-000823,obs-gdp-secondary-2008-Q3,source-secondary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000824,obs-gdp-tertiary-2008-Q3,indicator-gdp-tertiary,MEASURES,观测对应指标,,,,
rel-000825,obs-gdp-tertiary-2008-Q3,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000826,obs-gdp-tertiary-2008-Q3,period-2008-Q3,AT_TIME,观测统计期,,,,
rel-000827,obs-gdp-tertiary-2008-Q3,source-tertiary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000828,obs-gdp-primary-2008-Q4,indicator-gdp-primary,MEASURES,观测对应指标,,,,
rel-000829,obs-gdp-primary-2008-Q4,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000830,obs-gdp-primary-2008-Q4,period-2008-Q4,AT_TIME,观测统计期,,,,
rel-000831,obs-gdp-primary-2008-Q4,source-primary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000832,obs-gdp-secondary-2008-Q4,indicator-gdp-secondary,MEASURES,观测对应指标,,,,
rel-000833,obs-gdp-secondary-2008-Q4,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000834,obs-gdp-secondary-2008-Q4,period-2008-Q4,AT_TIME,观测统计期,,,,
rel-000835,obs-gdp-secondary-2008-Q4,source-secondary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000836,obs-gdp-tertiary-2008-Q4,indicator-gdp-tertiary,MEASURES,观测对应指标,,,,
rel-000837,obs-gdp-tertiary-2008-Q4,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000838,obs-gdp-tertiary-2008-Q4,period-2008-Q4,AT_TIME,观测统计期,,,,
rel-000839,obs-gdp-tertiary-2008-Q4,source-tertiary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000840,obs-gdp-primary-2009-Q1,indicator-gdp-primary,MEASURES,观测对应指标,,,,
rel-000841,obs-gdp-primary-2009-Q1,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000842,obs-gdp-primary-2009-Q1,period-2009-Q1,AT_TIME,观测统计期,,,,
rel-000843,obs-gdp-primary-2009-Q1,source-primary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000844,obs-gdp-secondary-2009-Q1,indicator-gdp-secondary,MEASURES,观测对应指标,,,,
rel-000845,obs-gdp-secondary-2009-Q1,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000846,obs-gdp-secondary-2009-Q1,period-2009-Q1,AT_TIME,观测统计期,,,,
rel-000847,obs-gdp-secondary-2009-Q1,source-secondary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000848,obs-gdp-tertiary-2009-Q1,indicator-gdp-tertiary,MEASURES,观测对应指标,,,,
rel-000849,obs-gdp-tertiary-2009-Q1,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000850,obs-gdp-tertiary-2009-Q1,period-2009-Q1,AT_TIME,观测统计期,,,,
rel-000851,obs-gdp-tertiary-2009-Q1,source-tertiary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000852,obs-gdp-primary-2009-Q2,indicator-gdp-primary,MEASURES,观测对应指标,,,,
rel-000853,obs-gdp-primary-2009-Q2,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
rel-000854,obs-gdp-primary-2009-Q2,period-2009-Q2,AT_TIME,观测统计期,,,,
rel-000855,obs-gdp-primary-2009-Q2,source-primary-xlsx,FROM_SOURCE,数据来源,,,,
rel-000856,obs-gdp-secondary-2009-Q2,indicator-gdp-secondary,MEASURES,观测对应指标,,,,
rel-000857,obs-gdp-secondary-2009-Q2,region-zhejiang,OBSERVED_IN,观测空间范围,,,,
