id,label,name,category,indicator_id,region_id,period_id,value,unit,yoy_pct,frequency,source_id,quality_flag,notes
obs-gdp-primary-2021-Q3,Observation,2021-Q3第一产业增加值,EconomicObservation,indicator-gdp-primary,region-zhejiang,period-2021-Q3,1407.2,亿元,2.7,quarter,source-primary-xlsx,provided,季度累计值
obs-gdp-secondary-2021-Q3,Observation,2021-Q3第二产业增加值,EconomicObservation,indicator-gdp-secondary,region-zhejiang,period-2021-Q3,22008.51,亿元,13.3,quarter,source-secondary-xlsx,provided,季度累计值
obs-gdp-tertiary-2021-Q3,Observation,2021-Q3第三产业增加值,EconomicObservation,indicator-gdp-tertiary,region-zhejiang,period-2021-Q3,29436.92,亿元,9.1,quarter,source-tertiary-xlsx,provided,季度累计值
obs-gdp-primary-2021-Q4,Observation,2021-Q4第一产业增加值,EconomicObservation,indicator-gdp-primary,region-zhejiang,period-2021-Q4,2209.09,亿元,2.2,quarter,source-primary-xlsx,provided,季度累计值
obs-gdp-secondary-2021-Q4,Observation,2021-Q4第二产业增加值,EconomicObservation,indicator-gdp-secondary,region-zhejiang,period-2021-Q4,31188.57,亿元,10.2,quarter,source-secondary-xlsx,provided,季度累计值
obs-gdp-tertiary-2021-Q4,Observation,2021-Q4第三产业增加值,EconomicObservation,indicator-gdp-tertiary,region-zhejiang,period-2021-Q4,40118.1,亿元,7.6,quarter,source-tertiary-xlsx,provided,季度累计值
obs-gdp-primary-2022-Q1,Observation,2022-Q1第一产业增加值,EconomicObservation,indicator-gdp-primary,region-zhejiang,period-2022-Q1,336.25,亿元,2.4,quarter,source-primary-xlsx,provided,季度累计值
obs-gdp-secondary-2022-Q1,Observation,2022-Q1第二产业增加值,EconomicObservation,indicator-gdp-secondary,region-zhejiang,period-2022-Q1,7408.46,亿元,7.6,quarter,source-secondary-xlsx,provided,季度累计值
obs-gdp-tertiary-2022-Q1,Observation,2022-Q1第三产业增加值,EconomicObservation,indicator-gdp-tertiary,region-zhejiang,period-2022-Q1,10141.68,亿元,3.5,quarter,source-tertiary-xlsx,provided,季度累计值
obs-gdp-primary-2022-Q2,Observation,2022-Q2第一产业增加值,EconomicObservation,indicator-gdp-primary,region-zhejiang,period-2022-Q2,954.96,亿元,3.4,quarter,source-primary-xlsx,provided,季度累计值
obs-gdp-secondary-2022-Q2,Observation,2022-Q2第二产业增加值,EconomicObservation,indicator-gdp-secondary,region-zhejiang,period-2022-Q2,15521.77,亿元,3.7,quarter,source-secondary-xlsx,provided,季度累计值
obs-gdp-tertiary-2022-Q2,Observation,2022-Q2第三产业增加值,EconomicObservation,indicator-gdp-tertiary,region-zhejiang,period-2022-Q2,19745.53,亿元,1.5,quarter,source-tertiary-xlsx,provided,季度累计值
obs-gdp-primary-2022-Q3,Observation,2022-Q3第一产业增加值,EconomicObservation,indicator-gdp-primary,region-zhejiang,period-2022-Q3,1462.7,亿元,2.8,quarter,source-primary-xlsx,provided,季度累计值
obs-gdp-secondary-2022-Q3,Observation,2022-Q3第二产业增加值,EconomicObservation,indicator-gdp-secondary,region-zhejiang,period-2022-Q3,23965.1,亿元,4,quarter,source-secondary-xlsx,provided,季度累计值
obs-gdp-tertiary-2022-Q3,Observation,2022-Q3第三产业增加值,EconomicObservation,indicator-gdp-tertiary,region-zhejiang,period-2022-Q3,30322.4,亿元,2.3,quarter,source-tertiary-xlsx,provided,季度累计值
obs-gdp-primary-2022-Q4,Observation,2022-Q4第一产业增加值,EconomicObservation,indicator-gdp-primary,region-zhejiang,period-2022-Q4,2324.77,亿元,3.2,quarter,source-primary-xlsx,provided,季度累计值
obs-gdp-secondary-2022-Q4,Observation,2022-Q4第二产业增加值,EconomicObservation,indicator-gdp-secondary,region-zhejiang,period-2022-Q4,33205.17,亿元,3.4,quarter,source-secondary-xlsx,provided,季度累计值
obs-gdp-tertiary-2022-Q4,Observation,2022-Q4第三产业增加值,EconomicObservation,indicator-gdp-tertiary,region-zhejiang,period-2022-Q4,42185.42,亿元,2.8,quarter,source-tertiary-xlsx,provided,季度累计值
obs-gdp-primary-2023-Q1,Observation,2023-Q1第一产业增加值,EconomicObservation,indicator-gdp-primary,region-zhejiang,period-2023-Q1,365.69,亿元,4.1,quarter,source-primary-xlsx,provided,季度累计值
obs-gdp-secondary-2023-Q1,Observation,2023-Q1第二产业增加值,EconomicObservation,indicator-gdp-secondary,region-zhejiang,period-2023-Q1,7494.47,亿元,2.7,quarter,source-secondary-xlsx,provided,季度累计值
obs-gdp-tertiary-2023-Q1,Observation,2023-Q1第三产业增加值,EconomicObservation,indicator-gdp-tertiary,region-zhejiang,period-2023-Q1,11064.55,亿元,6.4,quarter,source-tertiary-xlsx,provided,季度累计值
obs-gdp-primary-2023-Q2,Observation,2023-Q2第一产业增加值,EconomicObservation,indicator-gdp-primary,region-zhejiang,period-2023-Q2,1049.84,亿元,4.3,quarter,source-primary-xlsx,provided,季度累计值
obs-gdp-secondary-2023-Q2,Observation,2023-Q2第二产业增加值,EconomicObservation,indicator-gdp-secondary,region-zhejiang,period-2023-Q2,15800.09,亿元,4.7,quarter,source-secondary-xlsx,provided,季度累计值
obs-gdp-tertiary-2023-Q2,Observation,2023-Q2第三产业增加值,EconomicObservation,indicator-gdp-tertiary,region-zhejiang,period-2023-Q2,21867.06,亿元,8.4,quarter,source-tertiary-xlsx,provided,季度累计值
obs-gdp-primary-2023-Q3,Observation,2023-Q3第一产业增加值,EconomicObservation,indicator-gdp-primary,region-zhejiang,period-2023-Q3,1580.12,亿元,3.9,quarter,source-primary-xlsx,provided,季度累计值
obs-gdp-secondary-2023-Q3,Observation,2023-Q3第二产业增加值,EconomicObservation,indicator-gdp-secondary,region-zhejiang,period-2023-Q3,24433.73,亿元,5.1,quarter,source-secondary-xlsx,provided,季度累计值
obs-gdp-tertiary-2023-Q3,Observation,2023-Q3第三产业增加值,EconomicObservation,indicator-gdp-tertiary,region-zhejiang,period-2023-Q3,33167.99,亿元,7.3,quarter,source-tertiary-xlsx,provided,季度累计值
obs-gdp-primary-2023-Q4,Observation,2023-Q4第一产业增加值,EconomicObservation,indicator-gdp-primary,region-zhejiang,period-2023-Q4,2331.97,亿元,4.2,quarter,source-primary-xlsx,provided,季度累计值
obs-gdp-secondary-2023-Q4,Observation,2023-Q4第二产业增加值,EconomicObservation,indicator-gdp-secondary,region-zhejiang,period-2023-Q4,33952.67,亿元,5,quarter,source-secondary-xlsx,provided,季度累计值
obs-gdp-tertiary-2023-Q4,Observation,2023-Q4第三产业增加值,EconomicObservation,indicator-gdp-tertiary,region-zhejiang,period-2023-Q4,46268.57,亿元,6.7,quarter,source-tertiary-xlsx,provided,季度累计值
obs-gdp-primary-2024-Q1,Observation,2024-Q1第一产业增加值,EconomicObservation,indicator-gdp-primary,region-zhejiang,period-2024-Q1,347,亿元,3.9,quarter,source-primary-xlsx,provided,季度累计值
obs-gdp-secondary-2024-Q1,Observation,2024-Q1第二产业增加值,EconomicObservation,indicator-gdp-secondary,region-zhejiang,period-2024-Q1,7908,亿元,7.3,quarter,source-secondary-xlsx,provided,季度累计值
obs-gdp-tertiary-2024-Q1,Observation,2024-Q1第三产业增加值,EconomicObservation,indicator-gdp-tertiary,region-zhejiang,period-2024-Q1,11882,亿元,5.5,quarter,source-tertiary-xlsx,provided,季度累计值
obs-gdp-primary-2024-Q2,Observation,2024-Q2第一产业增加值,EconomicObservation,indicator-gdp-primary,region-zhejiang,period-2024-Q2,1010,亿元,3.8,quarter,source-primary-xlsx,provided,季度累计值
obs-gdp-secondary-2024-Q2,Observation,2024-Q2第二产业增加值,EconomicObservation,indicator-gdp-secondary,region-zhejiang,period-2024-Q2,16546,亿元,6.5,quarter,source-secondary-xlsx,provided,季度累计值
obs-gdp-tertiary-2024-Q2,Observation,2024-Q2第三产业增加值,EconomicObservation,indicator-gdp-tertiary,region-zhejiang,period-2024-Q2,23364,亿元,5,quarter,source-tertiary-xlsx,provided,季度累计值
obs-gdp-primary-2024-Q3,Observation,2024-Q3第一产业增加值,EconomicObservation,indicator-gdp-primary,region-zhejiang,period-2024-Q3,1554,亿元,3.7,quarter,source-primary-xlsx,provided,季度累计值
obs-gdp-secondary-2024-Q3,Observation,2024-Q3第二产业增加值,EconomicObservation,indicator-gdp-secondary,region-zhejiang,period-2024-Q3,25670,亿元,6.3,quarter,source-secondary-xlsx,provided,季度累计值
obs-gdp-tertiary-2024-Q3,Observation,2024-Q3第三产业增加值,EconomicObservation,indicator-gdp-tertiary,region-zhejiang,period-2024-Q3,35394,亿元,4.8,quarter,source-tertiary-xlsx,provided,季度累计值
obs-gdp-primary-2024-Q4,Observation,2024-Q4第一产业增加值,EconomicObservation,indicator-gdp-primary,region-zhejiang,period-2024-Q4,2586,亿元,3.5,quarter,source-primary-xlsx,provided,季度累计值
obs-gdp-secondary-2024-Q4,Observation,2024-Q4第二产业增加值,EconomicObservation,indicator-gdp-secondary,region-zhejiang,period-2024-Q4,34783,亿元,6.1,quarter,source-secondary-xlsx,provided,季度累计值
obs-gdp-tertiary-2024-Q4,Observation,2024-Q4第三产业增加值,EconomicObservation,indicator-gdp-tertiary,region-zhejiang,period-2024-Q4,52761,亿元,5.1,quarter,source-tertiary-xlsx,provided,季度累计值
obs-gdp-primary-2025-Q1,Observation,2025-Q1第一产业增加值,EconomicObservation,indicator-gdp-primary,region-zhejiang,period-2025-Q1,398,亿元,3.3,quarter,source-primary-xlsx,provided,季度累计值
obs-gdp-secondary-2025-Q1,Observation,2025-Q1第二产业增加值,EconomicObservation,indicator-gdp-secondary,region-zhejiang,period-2025-Q1,8249,亿元,6.5,quarter,source-secondary-xlsx,provided,季度累计值
obs-gdp-tertiary-2025-Q1,Observation,2025-Q1第三产业增加值,EconomicObservation,indicator-gdp-tertiary,region-zhejiang,period-2025-Q1,13653,亿元,5.7,quarter,source-tertiary-xlsx,provided,季度累计值
obs-gdp-primary-2025-Q2,Observation,2025-Q2第一产业增加值,EconomicObservation,indicator-gdp-primary,region-zhejiang,period-2025-Q2,1132,亿元,3.5,quarter,source-primary-xlsx,provided,季度累计值
obs-gdp-secondary-2025-Q2,Observation,2025-Q2第二产业增加值,EconomicObservation,indicator-gdp-secondary,region-zhejiang,period-2025-Q2,16952,亿元,5.6,quarter,source-secondary-xlsx,provided,季度累计值
obs-gdp-tertiary-2025-Q2,Observation,2025-Q2第三产业增加值,EconomicObservation,indicator-gdp-tertiary,region-zhejiang,period-2025-Q2,26921,亿元,6,quarter,source-tertiary-xlsx,provided,季度累计值
obs-gdp-primary-2025-Q3,Observation,2025-Q3第一产业增加值,EconomicObservation,indicator-gdp-primary,region-zhejiang,period-2025-Q3,1735,亿元,3.7,quarter,source-primary-xlsx,provided,季度累计值
obs-gdp-secondary-2025-Q3,Observation,2025-Q3第二产业增加值,EconomicObservation,indicator-gdp-secondary,region-zhejiang,period-2025-Q3,26086,亿元,5.2,quarter,source-secondary-xlsx,provided,季度累计值
obs-gdp-tertiary-2025-Q3,Observation,2025-Q3第三产业增加值,EconomicObservation,indicator-gdp-tertiary,region-zhejiang,period-2025-Q3,40674,亿元,6,quarter,source-tertiary-xlsx,provided,季度累计值
obs-gdp-primary-2025-Q4,Observation,2025-Q4第一产业增加值,EconomicObservation,indicator-gdp-primary,region-zhejiang,period-2025-Q4,2657,亿元,3.9,quarter,source-primary-xlsx,provided,季度累计值
obs-gdp-secondary-2025-Q4,Observation,2025-Q4第二产业增加值,EconomicObservation,indicator-gdp-secondary,region-zhejiang,period-2025-Q4,35682,亿元,5.1,quarter,source-secondary-xlsx,provided,季度累计值
obs-gdp-tertiary-2025-Q4,Observation,2025-Q4第三产业增加值,EconomicObservation,indicator-gdp-tertiary,region-zhejiang,period-2025-Q4,56206,亿元,5.8,quarter,source-tertiary-xlsx,provided,季度累计值
obs-temp-mean-2021-01,Observation,2021-01-indicator-temp-mean,WeatherObservation,indicator-temp-mean,region-zhejiang,period-2021-01,6.452,°C,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-temp-max-mean-2021-01,Observation,2021-01-indicator-temp-max-mean,WeatherObservation,indicator-temp-max-mean,region-zhejiang,period-2021-01,11.552,°C,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-temp-min-mean-2021-01,Observation,2021-01-indicator-temp-min-mean,WeatherObservation,indicator-temp-min-mean,region-zhejiang,period-2021-01,2.058,°C,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-temp-abs-max-2021-01,Observation,2021-01-indicator-temp-abs-max,WeatherObservation,indicator-temp-abs-max,region-zhejiang,period-2021-01,22.4,°C,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-temp-abs-min-2021-01,Observation,2021-01-indicator-temp-abs-min,WeatherObservation,indicator-temp-abs-min,region-zhejiang,period-2021-01,-5.7,°C,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-cdd18-2021-01,Observation,2021-01-feature-cdd18,WeatherObservation,feature-cdd18,region-zhejiang,period-2021-01,0,°C·d,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-hdd18-2021-01,Observation,2021-01-feature-hdd18,WeatherObservation,feature-hdd18,region-zhejiang,period-2021-01,358,°C·d,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-hot-days-2021-01,Observation,2021-01-feature-hot-days,WeatherObservation,feature-hot-days,region-zhejiang,period-2021-01,0,天,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-cold-days-2021-01,Observation,2021-01-feature-cold-days,WeatherObservation,feature-cold-days,region-zhejiang,period-2021-01,12,天,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-temp-mean-2021-02,Observation,2021-02-indicator-temp-mean,WeatherObservation,indicator-temp-mean,region-zhejiang,period-2021-02,11.539,°C,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-temp-max-mean-2021-02,Observation,2021-02-indicator-temp-max-mean,WeatherObservation,indicator-temp-max-mean,region-zhejiang,period-2021-02,16.186,°C,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-temp-min-mean-2021-02,Observation,2021-02-indicator-temp-min-mean,WeatherObservation,indicator-temp-min-mean,region-zhejiang,period-2021-02,7.571,°C,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-temp-abs-max-2021-02,Observation,2021-02-indicator-temp-abs-max,WeatherObservation,indicator-temp-abs-max,region-zhejiang,period-2021-02,23.6,°C,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-temp-abs-min-2021-02,Observation,2021-02-indicator-temp-abs-min,WeatherObservation,indicator-temp-abs-min,region-zhejiang,period-2021-02,2.5,°C,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-cdd18-2021-02,Observation,2021-02-feature-cdd18,WeatherObservation,feature-cdd18,region-zhejiang,period-2021-02,0,°C·d,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-hdd18-2021-02,Observation,2021-02-feature-hdd18,WeatherObservation,feature-hdd18,region-zhejiang,period-2021-02,180.9,°C·d,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-hot-days-2021-02,Observation,2021-02-feature-hot-days,WeatherObservation,feature-hot-days,region-zhejiang,period-2021-02,0,天,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-cold-days-2021-02,Observation,2021-02-feature-cold-days,WeatherObservation,feature-cold-days,region-zhejiang,period-2021-02,0,天,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-temp-mean-2021-03,Observation,2021-03-indicator-temp-mean,WeatherObservation,indicator-temp-mean,region-zhejiang,period-2021-03,13.381,°C,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-temp-max-mean-2021-03,Observation,2021-03-indicator-temp-max-mean,WeatherObservation,indicator-temp-max-mean,region-zhejiang,period-2021-03,17.961,°C,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-temp-min-mean-2021-03,Observation,2021-03-indicator-temp-min-mean,WeatherObservation,indicator-temp-min-mean,region-zhejiang,period-2021-03,9.339,°C,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-temp-abs-max-2021-03,Observation,2021-03-indicator-temp-abs-max,WeatherObservation,indicator-temp-abs-max,region-zhejiang,period-2021-03,27.3,°C,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-temp-abs-min-2021-03,Observation,2021-03-indicator-temp-abs-min,WeatherObservation,indicator-temp-abs-min,region-zhejiang,period-2021-03,3.5,°C,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-cdd18-2021-03,Observation,2021-03-feature-cdd18,WeatherObservation,feature-cdd18,region-zhejiang,period-2021-03,7.5,°C·d,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-hdd18-2021-03,Observation,2021-03-feature-hdd18,WeatherObservation,feature-hdd18,region-zhejiang,period-2021-03,150.7,°C·d,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-hot-days-2021-03,Observation,2021-03-feature-hot-days,WeatherObservation,feature-hot-days,region-zhejiang,period-2021-03,0,天,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-cold-days-2021-03,Observation,2021-03-feature-cold-days,WeatherObservation,feature-cold-days,region-zhejiang,period-2021-03,0,天,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-temp-mean-2021-04,Observation,2021-04-indicator-temp-mean,WeatherObservation,indicator-temp-mean,region-zhejiang,period-2021-04,16.92,°C,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-temp-max-mean-2021-04,Observation,2021-04-indicator-temp-max-mean,WeatherObservation,indicator-temp-max-mean,region-zhejiang,period-2021-04,21.423,°C,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-temp-min-mean-2021-04,Observation,2021-04-indicator-temp-min-mean,WeatherObservation,indicator-temp-min-mean,region-zhejiang,period-2021-04,12.877,°C,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-temp-abs-max-2021-04,Observation,2021-04-indicator-temp-abs-max,WeatherObservation,indicator-temp-abs-max,region-zhejiang,period-2021-04,29.8,°C,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-temp-abs-min-2021-04,Observation,2021-04-indicator-temp-abs-min,WeatherObservation,indicator-temp-abs-min,region-zhejiang,period-2021-04,6.1,°C,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-cdd18-2021-04,Observation,2021-04-feature-cdd18,WeatherObservation,feature-cdd18,region-zhejiang,period-2021-04,18.7,°C·d,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-hdd18-2021-04,Observation,2021-04-feature-hdd18,WeatherObservation,feature-hdd18,region-zhejiang,period-2021-04,51.1,°C·d,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-hot-days-2021-04,Observation,2021-04-feature-hot-days,WeatherObservation,feature-hot-days,region-zhejiang,period-2021-04,0,天,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-cold-days-2021-04,Observation,2021-04-feature-cold-days,WeatherObservation,feature-cold-days,region-zhejiang,period-2021-04,0,天,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-temp-mean-2021-05,Observation,2021-05-indicator-temp-mean,WeatherObservation,indicator-temp-mean,region-zhejiang,period-2021-05,22.603,°C,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-temp-max-mean-2021-05,Observation,2021-05-indicator-temp-max-mean,WeatherObservation,indicator-temp-max-mean,region-zhejiang,period-2021-05,27.168,°C,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-temp-min-mean-2021-05,Observation,2021-05-indicator-temp-min-mean,WeatherObservation,indicator-temp-min-mean,region-zhejiang,period-2021-05,18.603,°C,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-temp-abs-max-2021-05,Observation,2021-05-indicator-temp-abs-max,WeatherObservation,indicator-temp-abs-max,region-zhejiang,period-2021-05,34.5,°C,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-temp-abs-min-2021-05,Observation,2021-05-indicator-temp-abs-min,WeatherObservation,indicator-temp-abs-min,region-zhejiang,period-2021-05,12.5,°C,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-cdd18-2021-05,Observation,2021-05-feature-cdd18,WeatherObservation,feature-cdd18,region-zhejiang,period-2021-05,142.8,°C·d,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-hdd18-2021-05,Observation,2021-05-feature-hdd18,WeatherObservation,feature-hdd18,region-zhejiang,period-2021-05,0.1,°C·d,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-hot-days-2021-05,Observation,2021-05-feature-hot-days,WeatherObservation,feature-hot-days,region-zhejiang,period-2021-05,0,天,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-cold-days-2021-05,Observation,2021-05-feature-cold-days,WeatherObservation,feature-cold-days,region-zhejiang,period-2021-05,0,天,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-temp-mean-2021-06,Observation,2021-06-indicator-temp-mean,WeatherObservation,indicator-temp-mean,region-zhejiang,period-2021-06,24.83,°C,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-temp-max-mean-2021-06,Observation,2021-06-indicator-temp-max-mean,WeatherObservation,indicator-temp-max-mean,region-zhejiang,period-2021-06,28.833,°C,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-temp-min-mean-2021-06,Observation,2021-06-indicator-temp-min-mean,WeatherObservation,indicator-temp-min-mean,region-zhejiang,period-2021-06,21.463,°C,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-temp-abs-max-2021-06,Observation,2021-06-indicator-temp-abs-max,WeatherObservation,indicator-temp-abs-max,region-zhejiang,period-2021-06,32.8,°C,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-temp-abs-min-2021-06,Observation,2021-06-indicator-temp-abs-min,WeatherObservation,indicator-temp-abs-min,region-zhejiang,period-2021-06,15.3,°C,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-cdd18-2021-06,Observation,2021-06-feature-cdd18,WeatherObservation,feature-cdd18,region-zhejiang,period-2021-06,204.9,°C·d,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-hdd18-2021-06,Observation,2021-06-feature-hdd18,WeatherObservation,feature-hdd18,region-zhejiang,period-2021-06,0,°C·d,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-hot-days-2021-06,Observation,2021-06-feature-hot-days,WeatherObservation,feature-hot-days,region-zhejiang,period-2021-06,0,天,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-cold-days-2021-06,Observation,2021-06-feature-cold-days,WeatherObservation,feature-cold-days,region-zhejiang,period-2021-06,0,天,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-temp-mean-2021-07,Observation,2021-07-indicator-temp-mean,WeatherObservation,indicator-temp-mean,region-zhejiang,period-2021-07,28.171,°C,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-temp-max-mean-2021-07,Observation,2021-07-indicator-temp-max-mean,WeatherObservation,indicator-temp-max-mean,region-zhejiang,period-2021-07,31.981,°C,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-temp-min-mean-2021-07,Observation,2021-07-indicator-temp-min-mean,WeatherObservation,indicator-temp-min-mean,region-zhejiang,period-2021-07,25.029,°C,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-temp-abs-max-2021-07,Observation,2021-07-indicator-temp-abs-max,WeatherObservation,indicator-temp-abs-max,region-zhejiang,period-2021-07,35.3,°C,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-temp-abs-min-2021-07,Observation,2021-07-indicator-temp-abs-min,WeatherObservation,indicator-temp-abs-min,region-zhejiang,period-2021-07,23.6,°C,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-cdd18-2021-07,Observation,2021-07-feature-cdd18,WeatherObservation,feature-cdd18,region-zhejiang,period-2021-07,315.3,°C·d,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-hdd18-2021-07,Observation,2021-07-feature-hdd18,WeatherObservation,feature-hdd18,region-zhejiang,period-2021-07,0,°C·d,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-hot-days-2021-07,Observation,2021-07-feature-hot-days,WeatherObservation,feature-hot-days,region-zhejiang,period-2021-07,3,天,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-cold-days-2021-07,Observation,2021-07-feature-cold-days,WeatherObservation,feature-cold-days,region-zhejiang,period-2021-07,0,天,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-temp-mean-2021-08,Observation,2021-08-indicator-temp-mean,WeatherObservation,indicator-temp-mean,region-zhejiang,period-2021-08,27.258,°C,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-temp-max-mean-2021-08,Observation,2021-08-indicator-temp-max-mean,WeatherObservation,indicator-temp-max-mean,region-zhejiang,period-2021-08,31.097,°C,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-temp-min-mean-2021-08,Observation,2021-08-indicator-temp-min-mean,WeatherObservation,indicator-temp-min-mean,region-zhejiang,period-2021-08,24.268,°C,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-temp-abs-max-2021-08,Observation,2021-08-indicator-temp-abs-max,WeatherObservation,indicator-temp-abs-max,region-zhejiang,period-2021-08,33.4,°C,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
obs-temp-abs-min-2021-08,Observation,2021-08-indicator-temp-abs-min,WeatherObservation,indicator-temp-abs-min,region-zhejiang,period-2021-08,22,°C,,month,source-open-meteo-era5-land,point-proxy-derived,浙江中部代表点，非全省面积加权平均
